,YEAR WON,SPORT,LEVEL,GENDER,DIVISION,WINNER
1130,1995-96,Basketball,Sr. Varsity,Girls,Div II,St. Mary’s
1131,1995-96,Cross Country,Grand Aggregate,Coed,None,Bishop Carroll
1132,1995-96,Diving,Grand Aggregate,Coed,None,Sir Winston Churchill
1133,1995-96,Field Hockey,Jr. Varsity,Girls,None,William Aberhart
1134,1995-96,Field Hockey,Varsity,Girls,Div I,Henry Wise Wood
1135,1995-96,Football,Jr. Varsity,Boys,Div I,St. Francis
1136,1995-96,Football,Jr. Varsity,Boys,Div II,Western Canada
1137,1995-96,Football,Sr. Varsity,Boys,Div I,St. Francis
1138,1995-96,Football,Sr. Varsity,Boys,Div II,William Aberhart
1139,1995-96,Rugby,Jr. Varsity,Boys,Div I,Lord Beaverbrook
1140,1995-96,Rugby,Jr. Varsity,Boys,Div II,Bowness
1141,1995-96,Rugby,Sr. Varsity,Boys,Div I,Bishop Grandin
1142,1995-96,Rugby,Sr. Varsity,Boys,Div II,James Fowler
1143,1995-96,Soccer,Varsity,Boys,Div I,Father Lacombe
1144,1995-96,Swimming,Grand Aggregate,Coed,None,Lord Beaverbrook
1145,1995-96,Track and Field,Jr. Varsity,Boys,None,Western Canada
1146,1995-96,Track and Field,Jr. Varsity,Girls,None,Western Canada
1147,1995-96,Track and Field,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
1148,1995-96,Track and Field,Sr. Varsity,Girls,None,Western Canada
1149,1995-96,Volleyball,Jr. Varsity,Boys,Div I,Sir Winston Churchill
1150,1995-96,Volleyball,Jr. Varsity,Boys,Div II,John G. Diefenbaker
1151,1995-96,Volleyball,Jr. Varsity,Girls,Div I,Lord Beaverbrook
1152,1995-96,Volleyball,Jr. Varsity,Girls,Div II,St. Francis
1153,1995-96,Volleyball,Sr. Varsity,Boys,Div I,Sir Winston Churchill
1154,1995-96,Volleyball,Sr. Varsity,Boys,Div II,Dr. E.P. Scarlett
1155,1995-96,Volleyball,Sr. Varsity,Girls,Div I,William Aberhart
1156,1995-96,Volleyball,Sr. Varsity,Girls,Div II,St. Mary’s
1157,1995-96,Wrestling,Sr. Varsity,Girls,None,Sir Winston Churchill
1158,1996-97,Badminton,Aggregate,Coed,Div I,Western Canada
1159,1996-97,Badminton,Aggregate,Coed,Div II,Bishop Carroll
1160,1996-97,Basketball,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
1161,1996-97,Basketball,Jr. Varsity,Boys,Div II,Central Memorial
1162,1996-97,Basketball,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1163,1996-97,Basketball,Jr. Varsity,Girls,Div II,Bishop Carroll
1164,1996-97,Basketball,Sr. Varsity,Boys,Div I,Sir Winston Churchill
1165,1996-97,Basketball,Sr. Varsity,Boys,Div II,Central Memorial
1166,1996-97,Basketball,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1167,1996-97,Basketball,Sr. Varsity,Girls,Div II,Bishop McNally
1168,1996-97,Diving,Grand Aggregate,Coed,None,Sir Winston Churchill
1169,1996-97,Field Hockey,Jr. Varsity,Girls,None,Sir Winston Churchill
1170,1996-97,Field Hockey,Varsity,Girls,Div I,William Aberhart
1171,1996-97,Football,Jr. Varsity,Boys,Div I,St. Francis
1172,1996-97,Football,Jr. Varsity,Boys,Div II,St. Mary’s
1173,1996-97,Football,Sr. Varsity,Boys,Div I,St. Francis
1174,1996-97,Football,Sr. Varsity,Boys,Div II,St. Mary’s
1175,1996-97,Rugby,Jr. Varsity,Boys,Div I,Henry Wise Wood
1176,1996-97,Rugby,Jr. Varsity,Boys,Div II,John G. Diefenbaker
1177,1996-97,Rugby,Sr. Varsity,Boys,Div I,Lord Beaverbrook
1178,1996-97,Rugby,Sr. Varsity,Boys,Div II,Bowness
1179,1996-97,Soccer,Varsity,Boys,Div I,Bishop McNally
1180,1996-97,Swimming,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
1181,1996-97,Volleyball,Jr. Varsity,Boys,Div I,Henry Wise Wood
1182,1996-97,Volleyball,Jr. Varsity,Boys,Div II,Crescent Heights
1183,1996-97,Volleyball,Jr. Varsity,Girls,Div I,Sir Winston Churchill
1184,1996-97,Volleyball,Jr. Varsity,Girls,Div II,Central Memorial
1185,1996-97,Volleyball,Sr. Varsity,Boys,Div I,Western Canada
1186,1996-97,Volleyball,Sr. Varsity,Boys,Div II,William Aberhart
1187,1996-97,Volleyball,Sr. Varsity,Girls,Div I,Sir Winston Churchill
1188,1996-97,Volleyball,Sr. Varsity,Girls,Div II,William Aberhart
1189,1996-97,Wrestling,Sr. Varsity,Boys,None,Bishop Grandin
1190,1996-97,Wrestling,Sr. Varsity,Girls,None,"Bishop Grandin 
and Sir Winston Churchill"
1191,1997-98,Badminton,Aggregate,Coed,Div I,Western Canada
1192,1997-98,Badminton,Aggregate,Coed,Div II,William Aberhart
1193,1997-98,Basketball,Jr. Varsity,Boys,Div I,St. Francis
1194,1997-98,Basketball,Jr. Varsity,Boys,Div II,Central Memorial
1195,1997-98,Basketball,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1196,1997-98,Basketball,Jr. Varsity,Girls,Div II,Lord Beaverbrook
1197,1997-98,Basketball,Sr. Varsity,Boys,Div I,William Aberhart
1198,1997-98,Basketball,Sr. Varsity,Boys,Div II,Forest Lawn
1199,1997-98,Basketball,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1200,1997-98,Basketball,Sr. Varsity,Girls,Div II,Bowness
1201,1997-98,Diving,Grand Aggregate,Coed,None,Sir Winston Churchill
1202,1997-98,Field Hockey,Jr. Varsity,Girls,None,Henry Wise Wood
1203,1997-98,Field Hockey,Varsity,Girls,Div I,Henry Wise Wood
1204,1997-98,Field Hockey,Varsity,Girls,Div II,Queen Elizabeth
1205,1997-98,Football,Jr. Varsity,Boys,Div I,St. Francis
1206,1997-98,Football,Jr. Varsity,Boys,Div II,Not Awarded
1207,1997-98,Football,Sr. Varsity,Boys,Div I,St. Francis
1208,1997-98,Football,Sr. Varsity,Boys,Div II,Not Awarded
1209,1997-98,Rugby,Jr. Varsity,Boys,Div I,Henry Wise Wood
1210,1997-98,Rugby,Jr. Varsity,Boys,Div II,Not Awarded
1211,1997-98,Rugby,Sr. Varsity,Boys,Div I,Lord Beaverbrook
1212,1997-98,Rugby,Sr. Varsity,Boys,Div II,Bishop Carroll
1213,1997-98,Rugby,Varisty,Girls,None,Lord Beaverbrook
1214,1997-98,Soccer,Varsity,Boys,Div I,Henry Wise Wood
1215,1997-98,Soccer,Varsity,Boys,Div II,Crescent Heights
1216,1997-98,Swimming,Grand Aggregate,Coed,None,Bishop Carroll
1217,1997-98,Volleyball,Jr. Varsity,Boys,Div I,St. Francis
1218,1997-98,Volleyball,Jr. Varsity,Boys,Div II,Not Awarded
1219,1997-98,Volleyball,Jr. Varsity,Girls,Div I,Bishop Carroll
1220,1997-98,Volleyball,Jr. Varsity,Girls,Div II,Bishop Carroll
1221,1997-98,Volleyball,Sr. Varsity,Boys,Div I,St. Francis
1222,1997-98,Volleyball,Sr. Varsity,Boys,Div II,Not Awarded
1223,1997-98,Volleyball,Sr. Varsity,Girls,Div I,St. Francis
1224,1997-98,Volleyball,Sr. Varsity,Girls,Div II,Not Awarded
1225,1997-98,Wrestling,Sr. Varsity,Boys,None,Sir Winston Churchill
1226,1997-98,Wrestling,Sr. Varsity,Girls,None,Sir Winston Churchill
1227,1998-99,Badminton,Aggregate,Coed,Div I,Sir Winston Churchill
1228,1998-99,Badminton,Aggregate,Coed,Div II,William Aberhart
1229,1998-99,Basketball,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
1230,1998-99,Basketball,Jr. Varsity,Boys,Div II,Central Memorial
1231,1998-99,Basketball,Jr. Varsity,Girls,Div I,Sir Winston Churchill
1232,1998-99,Basketball,Jr. Varsity,Girls,Div II,Crescent Heights
1233,1998-99,Basketball,Sr. Varsity,Boys,Div I,William Aberhart
1234,1998-99,Basketball,Sr. Varsity,Boys,Div II,Central Memorial
1235,1998-99,Basketball,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1236,1998-99,Basketball,Sr. Varsity,Girls,Div II,Bishop Carroll
1237,1998-99,Diving,Grand Aggregate,Coed,None,St. Francis
1238,1998-99,Field Hockey,Jr. Varsity,Girls,None,Henry Wise Wood
1239,1998-99,Field Hockey,Varsity,Girls,Div I,Sir Winston Churchill
1240,1998-99,Field Hockey,Varsity,Girls,Div II,Bowness
1241,1998-99,Football,Jr. Varsity,Boys,Div I,Sir Winston Churchill
1242,1998-99,Football,Jr. Varsity,Boys,Div II,St. Mary's
1243,1998-99,Football,Sr. Varsity,Boys,Div I,St. Francis
1244,1998-99,Football,Sr. Varsity,Boys,Div II,Bishop Carroll
1245,1998-99,Rugby,Jr. Varsity,Boys,Div I,Henry Wise Wood
1246,1998-99,Rugby,Jr. Varsity,Boys,Div II,Not Awarded
1247,1998-99,Rugby,Sr. Varsity,Boys,Div I,St. Francis
1248,1998-99,Rugby,Sr. Varsity,Boys,Div II,Bishop Carroll
1249,1998-99,Rugby,Varisty,Girls,None,Bishop Carroll
1250,1998-99,Soccer,Varsity,Boys,Div I,Bishop McNally
1251,1998-99,Soccer,Varsity,Boys,Div II,Crescent Heights
1252,1998-99,Soccer,Varsity,Girls,Div I,Bishop Carroll
1253,1998-99,Swimming,Grand Aggregate,Coed,None,Bishop Carroll
1254,1998-99,Track and Field,Sr. Varsity,Boys,None,Western Canada
1255,1998-99,Volleyball,Jr. Varsity,Boys,Div I,Bishop Grandin
1256,1998-99,Volleyball,Jr. Varsity,Boys,Div II,St. Mary's
1257,1998-99,Volleyball,Jr. Varsity,Girls,Div I,St. Mary's
1258,1998-99,Volleyball,Jr. Varsity,Girls,Div II,Lord Beaverbrook
1259,1998-99,Volleyball,Sr. Varsity,Boys,Div I,Dr. E.P. Scarlett
1260,1998-99,Volleyball,Sr. Varsity,Boys,Div II,Bowness
1261,1998-99,Volleyball,Sr. Varsity,Girls,Div I,Sir Winston Churchill
1262,1998-99,Volleyball,Sr. Varsity,Girls,Div II,Central Memorial
1263,1998-99,Wrestling,Sr. Varsity,Boys,None,Sir Winston Churchill
1264,1998-99,Wrestling,Sr. Varsity,Girls,None,Lord Beaverbrook
1265,1999-00,FOOTBALL,,,- Jr. Boys Div. I,James Fowler
1266,1999-00,FOOTBALL,,,- Jr. Boys Div. II,John G. Diefenbaker
1267,1999-00,FOOTBALL,,,- Sr. Boys Div. I,William Aberhart
1268,1999-00,FOOTBALL,,,- Sr. Boys Div. II,Bowness
1269,1999-00,GIRLS SOCCER,,,,Lord Beaverbrook
1270,1999-00,CROSS COUNTRY,,,,Western Canada
1271,1999-00,VOLLEYBALL,,,- Jr. Girls Div. I,Dr. E. P. Scarlett
1272,1999-00,VOLLEYBALL,,,- Jr. Boys Div. I,William Aberhart
1273,1999-00,VOLLEYBALL,,,- Sr. Girls Div. I,Sir Winston Churchill
1274,1999-00,VOLLEYBALL,,,- Sr. Boys Div. I,Dr. E. P. Scarlett
1275,1999-00,VOLLEYBALL,,,- Jr. Girls Div. II,William Aberhart
1276,1999-00,VOLLEYBALL,,,- Jr. Boys Div. II,John G. Diefenbaker
1277,1999-00,VOLLEYBALL,,,- Sr. Girls Div. II,Central Memorial
1278,1999-00,VOLLEYBALL,,,- Sr. Boys Div. II,Lord Beaverbrook
1279,1999-00,BADMINTON,,,,Sir Winston Churchill
1280,1999-00,SWIMMING,,,,Bishop Carroll
1281,1999-00,DIVING,,,,St. Francis
1282,1999-00,WRESTLING,,,Boys,Bishop Grandin
1283,1999-00,WRESTLING,,,Girls,Crescent Heights
1284,1999-00,BASKETBALL,,,- Jr. Girls Div. I,Dr. E. P. Scarlett
1285,1999-00,BASKETBALL,,,- Jr. Boys Div. I,Dr. E. P. Scarlett
1286,1999-00,BASKETBALL,,,- Sr. Girls Div. I,Dr. E. P. Scarlett
1287,1999-00,BASKETBALL,,,- Sr. Boys Div. I,William Aberhart
1288,1999-00,BASKETBALL,,,- Jr. Girls Div. II,Bowness
1289,1999-00,BASKETBALL,,,- Jr. Boys Div. II,Bishop McNally
1290,1999-00,BASKETBALL,,,- Sr. Girls Div. II,Bishop Carroll
1291,1999-00,BASKETBALL,,,- Sr. Boys Div. II,Central Memorial
1292,1999-00,BOYS SOCCER,,,- Division I,Crescent Heights
1293,1999-00,BOYS SOCCER,,,- Division II,Lester B. Pearson
1294,1999-00,FIELD HOCKEY,,,- Junior Girls,Henry Wise Wood
1295,1999-00,FIELD HOCKEY,,,- Sr. Div. II,John G. Diefenbaker
1296,1999-00,FIELD HOCKEY,,,- Sr. Div. I,Henry Wise Wood
1297,1999-00,RUGBY,,,- Girls,Lester B. Pearson
1298,1999-00,RUGBY,,,- Jr. Boys Div. I,Henry Wise Wood
1299,1999-00,RUGBY,,,- Jr. Boys Div. II,John G. Diefenbaker
1300,1999-00,RUGBY,,,- Sr. Boys Div. I,Lester B. Pearson
1301,1999-00,RUGBY,,,- Sr. Boys Div. II,Bowness
1302,2000-01,FOOTBALL,,,- Jr. Boys Div. I,William Aberhart
1303,2000-01,FOOTBALL,,,- Jr. Boys Div. II,Henry Wise Wood
1304,2000-01,FOOTBALL,,,- Sr. Boys Div. I,Western Canada
1305,2000-01,FOOTBALL,,,- Sr. Boys Div. II,Bowness
1306,2000-01,GIRLS SOCCER,,,- Div. I,Lord Beaverbrook
1307,2000-01,GIRLS SOCCER,,,- Div. II,Father Lacombe
1308,2000-01,CROSS COUNTRY,,,,Western Canada
1309,2000-01,VOLLEYBALL,,,- Jr. Girls Div. I,Dr. E. P. Scarlett
1310,2000-01,VOLLEYBALL,,,- Jr. Girls Div. II,John G. Diefenbaker
1311,2000-01,VOLLEYBALL,,,- Jr. Boys Div. I,Sir Winston Churchill
1312,2000-01,VOLLEYBALL,,,- Jr. Boys Div. II,Father Lacombe
1313,2000-01,VOLLEYBALL,,,- Sr. Girls Div. I,St. Mary's
1314,2000-01,VOLLEYBALL,,,- Sr. Girls Div. II,Crescent Heights
1315,2000-01,VOLLEYBALL,,,- Sr. Boys Div. I,Dr. E. P. Scarlett
1316,2000-01,VOLLEYBALL,,,- Sr. Boys Div. II,Central Memorial
1317,2000-01,BADMINTON,,,,Sir Winston Churchill
1318,2000-01,SWIMMING,,,,Bishop Carroll
1319,2000-01,DIVING,,,,St. Francis
1320,2000-01,BASKETBALL,,,- Jr. Girls Div. I,Dr. E. P. Scarlett
1321,2000-01,BASKETBALL,,,- Jr. Girls Div. II,Father Lacombe
1322,2000-01,BASKETBALL,,,- Jr. Boys Div. I,St. Francis
1323,2000-01,BASKETBALL,,,- Jr. Boys Div. II,Bishop McNally
1324,2000-01,BASKETBALL,,,- Sr. Girls Div. I,St. Mary's
1325,2000-01,BASKETBALL,,,- Sr. Girls Div. II,Crescent Heights
1326,2000-01,BASKETBALL,,,- Sr. Boys Div. I,William Aberhart
1327,2000-01,BASKETBALL,,,- Sr. Boys Div. II,John G. Diefenbaker
1328,2000-01,WRESTLING,,,,Sir Winston Churchill
1329,2000-01,BOYS SOCCER,,,- Div. I,William Aberhart
1330,2000-01,BOYS SOCCER,,,- Div. II,Dr. E. P. Scarlett
1331,2000-01,FIELD HOCKEY,,,- Jr. Girls,Lord Beaverbrook
1332,2000-01,FIELD HOCKEY,,,- Sr. Girls Div. I,Henry Wise Wood
1333,2000-01,FIELD HOCKEY,,,- Girls Div. II,Bowness
1334,2000-01,RUGBY,,,- Girls,Lester B. Pearson
1335,2000-01,RUGBY,,,- Jr. Boys Div. I,Henry Wise Wood
1336,2000-01,RUGBY,,,- Jr. Boys Div. II,John G. Diefenbaker
1337,2000-01,RUGBY,,,- Sr. Boys Div. I,Western Canada
1338,2000-01,RUGBY,,,- Sr. Boys Div. II,Bowness
1339,2001-02,FOOTBALL,,,- Jr. Boys Div. 1,Sir Winston Churchill
1340,2001-02,FOOTBALL,,,- Jr. Boys Div. 2,Central Memorial
1341,2001-02,FOOTBALL,,,- Sr. Boys Div. 1,Henry Wise Wood
1342,2001-02,FOOTBALL,,,- Sr. Boys Div. 2,Bishop McNally
1343,2001-02,GIRLS SOCCER,,,- Div. 1,Lord Beaverbrook
1344,2001-02,GIRLS SOCCER,,,- Div. 2,Bishop O'Byrne
1345,2001-02,CROSS COUNTRY,,,,Western Canada
1346,2001-02,VOLLEYBALL,,,- Jr. Girls Div. 1,Dr. E. P. Scarlett
1347,2001-02,VOLLEYBALL,,,- Jr. Girls Div. 2,Bishop O'Byrne
1348,2001-02,VOLLEYBALL,,,- Jr. Boys Div. 1,Dr. E.P. Scarlett
1349,2001-02,VOLLEYBALL,,,- Jr. Boys Div. 2,Father Lacombe
1350,2001-02,VOLLEYBALL,,,- Sr. Girls Div. 1,Sir Winston Churchill
1351,2001-02,VOLLEYBALL,,,- Sr. Girls Div. 2,Crescent Heights
1352,2001-02,VOLLEYBALL,,,- Sr. Boys Div. 1,Sir Winston Churchill
1353,2001-02,VOLLEYBALL,,,- Sr. Boys Div. 2,Queen Elizabeth
1354,2001-02,BADMINTON,,,,Western Canada
1355,2001-02,SWIMMING,,,,Henry Wise Wood
1356,2001-02,DIVING,,,,Dr. E.P. Scarlett
1357,2001-02,BASKETBALL,,,- Jr. Girls Div. 1,Sir Winston Churchill
1358,2001-02,BASKETBALL,,,- Jr. Girls Div. 2,Bishop Carroll
1359,2001-02,BASKETBALL,,,- Jr. Boys Div. 1,St. Mary's
1360,2001-02,BASKETBALL,,,- Jr. Boys Div. 2,Bishop O'Byrne
1361,2001-02,BASKETBALL,,,- Sr. Girls Div. 1,Dr. E.P. Scarlett
1362,2001-02,BASKETBALL,,,- Sr. Girls Div. 2,Central Memorial
1363,2001-02,BASKETBALL,,,- Sr. Boys Div. 1,Lester B. Pearson
1364,2001-02,BASKETBALL,,,- Sr. Boys Div. 2,Father Lacombe
1365,2001-02,WRESTLING,,,- Male,John Diefenbaker
1366,2001-02,WRESTLING,,,- Female,William Aberhart
1367,2001-02,BOYS SOCCER,,,- Division 1,Not held due to labour unrest
1368,2001-02,FIELD HOCKEY,,,- Jr. Girls,Not held due to labour unrest
1369,2001-02,FIELD HOCKEY,,,- Sr. Girls Div. 1,Not held due to labour unrest
1370,2001-02,FIELD HOCKEY,,,- Jr. Girls,Not held due to labour unrest
1371,2001-02,FIELD HOCKEY,,,- Sr. Girls Div. 1,Not held due to labour unrest
1372,2001-02,FIELD HOCKEY,,,- Sr. Girls Div. 2,Not held due to labour unrest
1373,2001-02,RUGBY,,,- Girls,Not held due to labour unrest
1374,2001-02,RUGBY,,,- Jr. Boys Div. 1,Not held due to labour unrest
1375,2001-02,RUGBY,,,- Jr. Boys Div. 2,Not held due to labour unrest
1376,2001-02,RUGBY,,,- Sr. Boys Div. 1,Not held due to labour unrest
1377,2001-02,RUGBY,,,- Sr. Boys Div. 2,Not held due to labour unrest
1378,2001-02,TRACK & FIELD ,,,,Not held due to labour unrest
1379,2002-03,FOOTBALL,,,- Jr. Boys Div. 1,St. Francis
1380,2002-03,FOOTBALL,,,- Jr. Boys Div. 2,Bishop Grandin
1381,2002-03,FOOTBALL,,,- Sr. Boys Div. 1,St. Francis
1382,2002-03,FOOTBALL,,,- Sr. Boys Div. 2,Bowness
1383,2002-03,FOOTBALL,,,- Sr. Boys Div 3,Bishop Carroll
1384,2002-03,GIRLS SOCCER,,,- Div. 1,Western Canada
1385,2002-03,GIRLS SOCCER,,,- Div. 2,St. Francis
1386,2002-03,CROSS COUNTRY,,,,Western Canada
1387,2002-03,VOLLEYBALL,,,- Jr. Girls Div. 1,Western Canada
1388,2002-03,VOLLEYBALL,,,- Jr. Girls Div. 2,John Diefenbaker
1389,2002-03,VOLLEYBALL,,,- Jr. Boys Div. 1,Lord Beaverbrook
1390,2002-03,VOLLEYBALL,,,- Jr. Boys Div. 2,St. Mary's
1391,2002-03,VOLLEYBALL,,,- Sr. Girls Div. 1,Dr. E.P. Scarlett
1392,2002-03,VOLLEYBALL,,,- Sr. Girls Div. 2,John Diefenbaker
1393,2002-03,VOLLEYBALL,,,- Sr. Boys Div. 1,Sir Winston Churchill
1394,2002-03,VOLLEYBALL,,,- Sr. Boys Div. 2,Bishop Carroll
1395,2002-03,WRESTLING,,,- Male,John G. Diefenbaker
1396,2002-03,WRESTLING,,,- Female,Sir Winston Churchill
1397,2002-03,BADMINTON,,,Division I,Western Canada
1398,2002-03,BADMINTON,,,Division II,Forest Lawn
1399,2002-03,BADMINTON,,,‘A’ Level,Western Canada
1400,2002-03,SWIMMING,,,,Bishop Carroll
1401,2002-03,DIVING,,,,Dr. E.P. Scarlett
1402,2002-03,BASKETBALL,,,- Jr. Girls Div. 1,Dr. E.P. Scarlett
1403,2002-03,BASKETBALL,,,- Jr. Girls Div. 2,Bowness
1404,2002-03,BASKETBALL,,,- Jr. Boys Div. 1,Lord Beaverbrook
1405,2002-03,BASKETBALL,,,- Jr. Boys Div. 2,Father Lacombe
1406,2002-03,BASKETBALL,,,- Sr. Girls Div. 1,Sir Winston Churchill
1407,2002-03,BASKETBALL,,,- Sr. Girls Div. 2,Father Lacombe
1408,2002-03,BASKETBALL,,,- Sr. Boys Div. 1,Dr. E.P. Scarlett
1409,2002-03,BASKETBALL,,,- Sr. Boys Div. 2,Ernest Manning
1410,2002-03,BOYS SOCCER,,,- Division 1,William Aberhart
1411,2002-03,BOYS SOCCER,,,- Division 2,Father Lacombe
1412,2002-03,FIELD HOCKEY,,,- Jr. Girls,Sir Winston Churchill
1413,2002-03,FIELD HOCKEY,,,- Sr. Girls Div. 1,Western Canada
1414,2002-03,FIELD HOCKEY,,,- Sr. Girls Div. 2,John Diefenbaker
1415,2002-03,RUGBY,,,- Girls,St. Francis
1416,2002-03,RUGBY,,,- Jr. Boys ,Henry Wise Wood
1417,2002-03,RUGBY,,,- Sr. Boys Div. 1,Henry Wise Wood
1418,2002-03,RUGBY,,,- Sr. Boys Div. 2,Central Memorial
1419,2002-03,TRACK & FIELD,,,,Dr. E.P. Scarlett
1420,2003-04,CROSS COUNTRY,,,,Western Canada
1421,2003-04,GIRLS SOCCER,,,- Div. 1,Lord Beaverbrook
1422,2003-04,GIRLS SOCCER,,,- Div. 2,Central Memorial
1423,2003-04,FOOTBALL,,,- Jr. Boys Div. 1,St. Francis
1424,2003-04,FOOTBALL,,,- Jr. Boys Div. 2,Central Memorial
1425,2003-04,FOOTBALL,,,- Jr. Boys Div 3,Bishop Grandin
1426,2003-04,FOOTBALL,,,- Sr. Boys Div. 1,St. Francis
1427,2003-04,FOOTBALL,,,- Sr. Boys Div. 2,Lord Beaverbrook
1428,2003-04,FOOTBALL,,,- Sr. Boys Div 3,Bishop Grandin
1429,2003-04,VOLLEYBALL,,,- Jr. Girls Div. 1,Dr. E.P. Scarlett
1430,2003-04,VOLLEYBALL,,,- Jr. Girls Div. 2,John Diefenbaker
1431,2003-04,VOLLEYBALL,,,- Jr. Boys Div. 1,Dr. E.P. Scarlett
1432,2003-04,VOLLEYBALL,,,- Jr. Boys Div. 2,John Diefenbaker
1433,2003-04,VOLLEYBALL,,,- Sr. Girls Div. 1,Lord Beaverbrook
1434,2003-04,VOLLEYBALL,,,- Sr. Girls Div. 2,John Diefenbaker
1435,2003-04,VOLLEYBALL,,,- Sr. Boys Div. 1,Lord Beaverbrook
1436,2003-04,VOLLEYBALL,,,- Sr. Boys Div. 2,Bishop Carroll
1437,2003-04,WRESTLING,,,- Male,Sir Winston Churchill
1438,2003-04,WRESTLING,,,- Female,Sir Winston Churchill
1439,2003-04,BADMINTON,,,Division I,Sir Winston Churchill
1440,2003-04,BADMINTON,,,Division II,St. Mary’s
1441,2003-04,BADMINTON,,,‘A’ Level,Western Canada
1442,2003-04,SWIMMING,,,,Bishop Carroll
1443,2003-04,DIVING,,,,Bishop Carroll
1444,2003-04,BASKETBALL,,,- Jr. Girls Div. 1,Dr. E.P. Scarlett
1445,2003-04,BASKETBALL,,,- Jr. Girls Div. 2,Bishop O’Byrne
1446,2003-04,BASKETBALL,,,- Jr. Boys Div. 1,St. Francis
1447,2003-04,BASKETBALL,,,- Jr. Boys Div. 2,John Diefenbaker
1448,2003-04,BASKETBALL,,,- Sr. Girls Div. 1,Dr. E.P. Scarlett
1449,2003-04,BASKETBALL,,,- Sr. Girls Div. 2,Crescent Heights
1450,2003-04,BASKETBALL,,,- Sr. Boys Div. 1,St. Mary’s
1451,2003-04,BASKETBALL,,,- Sr. Boys Div. 2,Bowness
1452,2003-04,BOYS SOCCER,,,- Division 1,St. Francis
1453,2003-04,BOYS SOCCER,,,- Division 2 ,Central Memorial
1454,2003-04,FIELD HOCKEY,,,- Jr. Girls,Dr. E.P. Scarlett
1455,2003-04,FIELD HOCKEY,,,- Sr. Girls Div. 1,Sir Winston Churchill
1456,2003-04,FIELD HOCKEY,,,- Sr. Girls Div. 2,John Diefenbaker
1457,2003-04,RUGBY,,,- Girls,Bishop Carroll
1458,2003-04,RUGBY,,,- Jr. Boys ,Bowness
1459,2003-04,RUGBY,,,- Sr. Boys Div. 1,Bowness
1460,2003-04,RUGBY,,,- Sr. Boys Div. 2,Bishop O’Byrne
1461,2003-04,TRACK & FIELD,,,,Dr. E.P. Scarlett
1462,2004-05,CROSS COUNTRY,,,,Western Canada
1463,2004-05,GIRLS SOCCER,,,- Div. 1,Henry Wise Wood
1464,2004-05,GIRLS SOCCER,,,- Div. 2,Bishop Carroll
1465,2004-05,FOOTBALL,,,- Jr. Boys Div. 1,St. Francis
1466,2004-05,FOOTBALL,,,- Jr. Boys Div. 2,Bishop Grandin
1467,2004-05,FOOTBALL,,,- Jr. Boys Div 3,Centennial
1468,2004-05,FOOTBALL,,,- Sr. Boys Div. 1,St. Francis
1469,2004-05,FOOTBALL,,,- Sr. Boys Div. 2,St. Mary’s
1470,2004-05,FOOTBALL,,,- Sr. Boys Div 3,Bishop O’Byrne
1471,2004-05,VOLLEYBALL,,,- Jr. Girls Div. 1,Dr. E.P. Scarlett
1472,2004-05,VOLLEYBALL,,,- Jr. Girls Div. 2,Queen Elizabeth
1473,2004-05,VOLLEYBALL,,,- Jr. Boys Div. 1,Sir Winston Churchill
1474,2004-05,VOLLEYBALL,,,- Jr. Boys Div. 2,John G. Diefenbaker
1475,2004-05,VOLLEYBALL,,,- Sr. Girls Div. 1,Western Canada
1476,2004-05,VOLLEYBALL,,,- Sr. Girls Div. 2,Ernest Manning
1477,2004-05,VOLLEYBALL,,,- Sr. Boys Div. 1,Lord Beaverbrook
1478,2004-05,VOLLEYBALL,,,- Sr. Boys Div. 2,Lester B. Pearson
1479,2004-05,WRESTLING,,,- Male,John Diefenbaker
1480,2004-05,WRESTLING,,,- Female,William Aberhart
1481,2004-05,BADMINTON,,,Division I,Western Canada
1482,2004-05,BADMINTON,,,Division II,St. Mary’s
1483,2004-05,BADMINTON,,,‘A’ Level,Western Canada
1484,2004-05,SWIMMING,,,,Bishop Carroll
1485,2004-05,DIVING,,,,Bishop Carroll
1486,2004-05,BASKETBALL,,,- Jr. Girls Div. 1,Dr. E.P. Scarlett
1487,2004-05,BASKETBALL,,,- Jr. Girls Div. 2,Bishop O’Byrne
1488,2004-05,BASKETBALL,,,- Jr. Girls Div. 3,Bishop McNally
1489,2004-05,BASKETBALL,,,- Jr. Boys Div. 1,Western Canada
1490,2004-05,BASKETBALL,,,- Jr. Boys Div. 2,John Diefenbaker
1491,2004-05,BASKETBALL,,,- Jr. Boys Div. 3,Bishop Carroll
1492,2004-05,BASKETBALL,,,- Sr. Girls Div. 1,Sir Winston Churchill
1493,2004-05,BASKETBALL,,,- Sr. Girls Div. 2,William Aberhart
1494,2004-05,BASKETBALL,,,- Sr. Girls Div. 3,James Fowler
