,YEAR WON,SPORT,LEVEL,GENDER,DIVISION,WINNER
382,1971-72,Volleyball,Jr. Varsity,Girls,Div I,Viscount Bennett
383,1971-72,Volleyball,Sr. Varsity,Boys,Div I,William Aberhart
384,1971-72,Volleyball,Sr. Varsity,Girls,Div I,Sir Winston Churchill
385,1971-72,Wrestling,Sr. Varsity,Boys,None,Viscount Bennett
386,1972-73,Field Hockey,Jr. Varsity,Girls,None,Forest Lawn
387,1972-73,Field Hockey,Varsity,Girls,Div I,James Fowler
388,1972-73,Badminton,Aggregate,Coed,Div I,Western Canada
389,1972-73,Badminton,Aggregate,Coed,Div II,James Fowler
390,1972-73,Basketball,Jr. Varsity,Boys,Div I,Bishop Grandin
391,1972-73,Basketball,Jr. Varsity,Boys,Div II,William Aberhart
392,1972-73,Basketball,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
393,1972-73,Basketball,Sr. Varsity,Boys,Div I,Sir Winston Churchill
394,1972-73,Basketball,Sr. Varsity,Boys,Div II,Bishop Carroll
395,1972-73,Basketball,Sr. Varsity,Girls,Div I,Ernest Manning
396,1972-73,Diving,Grand Aggregate,Coed,None,Lord Beaverbrook
397,1972-73,Football,Jr. Varsity,Boys,Div I,Bowness
398,1972-73,Football,Jr. Varsity,Boys,Div II,Dr. E.P. Scarlett
399,1972-73,Football,Sr. Varsity,Boys,Div I,Viscount Bennett
400,1972-73,Football,Sr. Varsity,Boys,Div II,Dr. E.P. Scarlett
401,1972-73,Soccer,Varsity,Boys,Div I,Not Awarded
402,1972-73,Swimming,Grand Aggregate,Coed,None,Not Awarded
403,1972-73,Track and Field,Jr. Varsity,Boys,None,Viscount Bennett
404,1972-73,Track and Field,Jr. Varsity,Girls,None,Western Canada
405,1972-73,Track and Field,Sr. Varsity,Boys,None,Western Canada
406,1972-73,Track and Field,Sr. Varsity,Girls,None,Western Canada
407,1972-73,Volleyball,Jr. Varsity,Girls,Div I,Viscount Bennett
408,1972-73,Volleyball,Sr. Varsity,Boys,Div I,Sir Winston Churchill
409,1972-73,Volleyball,Sr. Varsity,Girls,Div I,Bishop Grandin
410,1972-73,Wrestling,Sr. Varsity,Boys,None,Lord Beaverbrook
411,1972-73,Field Hockey,Jr. Varsity,Girls,None,Crescent Heights
412,1972-73,Field Hockey,Varsity,Girls,Div I,James Fowler
413,1973-74,Field Hockey,Jr. Varsity,Girls,None,William Aberhart
414,1973-74,Field Hockey,Varsity,Girls,Div I,Henry Wise Wood
415,1973-74,Badminton,Aggregate,Coed,Div I,Western Canada
416,1973-74,Badminton,Aggregate,Coed,Div II,St. Mary’s
417,1973-74,Basketball,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
418,1973-74,Basketball,Jr. Varsity,Boys,Div II,St. Mary’s
419,1973-74,Basketball,Jr. Varsity,Girls,Div I,Bishop Grandin
420,1973-74,Basketball,Sr. Varsity,Boys,Div I,Crescent Heights
421,1973-74,Basketball,Sr. Varsity,Boys,Div II,Queen Elizabeth
422,1973-74,Basketball,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
423,1973-74,Diving,Grand Aggregate,Coed,None,Not Awarded
424,1973-74,Football,Jr. Varsity,Boys,Div I,Lord Beaverbrook
425,1973-74,Football,Jr. Varsity,Boys,Div II,St. Mary’s
426,1973-74,Football,Sr. Varsity,Boys,Div I,Sir Winston Churchill
427,1973-74,Football,Sr. Varsity,Boys,Div II,Bishop Carroll
428,1973-74,Rugby,Sr. Varsity,Boys,Div I,"Crescent Heights, 
William Aberhart 
and Bowness"
429,1973-74,Soccer,Varsity,Boys,Div I,John G. Diefenbaker
430,1973-74,Swimming,Grand Aggregate,Coed,None,Not Awarded
431,1973-74,Track and Field,Jr. Varsity,Boys,None,Sir Winston Churchill
432,1973-74,Track and Field,Jr. Varsity,Girls,None,Central Memorial
433,1973-74,Track and Field,Sr. Varsity,Boys,None,Central Memorial
434,1973-74,Track and Field,Sr. Varsity,Girls,None,Central Memorial
435,1973-74,Volleyball,Jr. Varsity,Boys,Div I,Bishop Carroll
436,1973-74,Volleyball,Jr. Varsity,Girls,Div I,Viscount Bennett
437,1973-74,Volleyball,Sr. Varsity,Boys,Div I,Bishop Carroll
438,1973-74,Volleyball,Sr. Varsity,Girls,Div I,Crescent Heights
439,1973-74,Wrestling,Sr. Varsity,Boys,None,Lord Beaverbrook
440,1973-74,Field Hockey,Jr. Varsity,Girls,None,Lord Beaverbrook
441,1973-74,Field Hockey,Varsity,Girls,Div I,James Fowler
442,1974-75,Field Hockey,Jr. Varsity,Girls,None,Not Awarded
443,1974-75,Field Hockey,Varsity,Girls,Div I,"James Fowler 
and Henry Wise Wood"
444,1974-75,Badminton,Aggregate,Coed,Div I,Bishop Grandin
445,1974-75,Badminton,Aggregate,Coed,Div II,Ernest Manning
446,1974-75,Basketball,Jr. Varsity,Boys,Div I,Queen Elizabeth
447,1974-75,Basketball,Jr. Varsity,Boys,Div II,Dr. E.P. Scarlett
448,1974-75,Basketball,Jr. Varsity,Girls,Div I,Bishop Carroll
449,1974-75,Basketball,Sr. Varsity,Boys,Div I,Crescent Heights
450,1974-75,Basketball,Sr. Varsity,Boys,Div II,Sir W. Churchill
451,1974-75,Basketball,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
452,1974-75,Diving,Grand Aggregate,Coed,None,Not Awarded
453,1974-75,Football,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
454,1974-75,Football,Jr. Varsity,Boys,Div II,Queen Elizabeth
455,1974-75,Football,Sr. Varsity,Boys,Div I,Dr. E.P. Scarlett
456,1974-75,Football,Sr. Varsity,Boys,Div II,John G. Diefenbaker
457,1974-75,Rugby,Sr. Varsity,Boys,Div I,"Crescent Heights 
and Western Canada"
458,1974-75,Soccer,Varsity,Boys,Div I,Central Memorial
459,1974-75,Swimming,Grand Aggregate,Coed,None,Not Awarded
460,1974-75,Track and Field,Jr. Varsity,Boys,None,Central Memorial
461,1974-75,Track and Field,Jr. Varsity,Girls,None,Central Memorial
462,1974-75,Track and Field,Sr. Varsity,Boys,None,Central Memorial
463,1974-75,Track and Field,Sr. Varsity,Girls,None,Central Memorial
464,1974-75,Volleyball,Jr. Varsity,Boys,Div I,Bishop Carroll
465,1974-75,Volleyball,Jr. Varsity,Girls,Div I,Bishop Carroll
466,1974-75,Volleyball,Sr. Varsity,Boys,Div I,Bishop Carroll
467,1974-75,Volleyball,Sr. Varsity,Girls,Div I,Bishop Carroll
468,1974-75,Wrestling,Sr. Varsity,Boys,None,Viscount Bennett
469,1974-75,Field Hockey,Jr. Varsity,Girls,None,James Fowler
470,1974-75,Field Hockey,Varsity,Girls,Div I,Lord Beaverbrook
471,1975-76,Field Hockey,Jr. Varsity,Girls,None,Queen Elizabeth
472,1975-76,Field Hockey,Varsity,Girls,Div I,Lord Beaverbrook
473,1975-76,Badminton,Aggregate,Coed,Div I,Bishop Grandin
474,1975-76,Badminton,Aggregate,Coed,Div II,Western Canada
475,1975-76,Basketball,Jr. Varsity,Boys,Div I,Crescent Heights
476,1975-76,Basketball,Jr. Varsity,Boys,Div II,Western Canada
477,1975-76,Basketball,Jr. Varsity,Girls,Div I,Queen Elizabeth
478,1975-76,Basketball,Sr. Varsity,Boys,Div I,Crescent Heights
479,1975-76,Basketball,Sr. Varsity,Boys,Div II,James Fowler
480,1975-76,Basketball,Sr. Varsity,Girls,Div I,Western Canada
481,1975-76,Diving,Grand Aggregate,Coed,None,Ernest Manning
482,1975-76,Football,Jr. Varsity,Boys,Div I,Bishop Grandin
483,1975-76,Football,Jr. Varsity,Boys,Div II,Central Memorial
484,1975-76,Football,Sr. Varsity,Boys,Div I,St. Francis
485,1975-76,Football,Sr. Varsity,Boys,Div II,St. Mary’s
486,1975-76,Rugby,Sr. Varsity,Boys,Div I,Crescent Heights
487,1975-76,Soccer,Varsity,Boys,Div I,Western Canada
488,1975-76,Swimming,Grand Aggregate,Coed,None,Henry Wise Wood
489,1975-76,Track and Field,Jr. Varsity,Boys,None,Crescent Heights
490,1975-76,Track and Field,Jr. Varsity,Girls,None,Queen Elizabeth
491,1975-76,Track and Field,Sr. Varsity,Boys,None,Henry Wise Wood
492,1975-76,Track and Field,Sr. Varsity,Girls,None,Central Memorial
493,1975-76,Volleyball,Jr. Varsity,Boys,Div I,St. Mary’s
494,1975-76,Volleyball,Sr. Varsity,Boys,Div I,Bishop Carroll
495,1975-76,Volleyball,Sr. Varsity,Girls,Div I,Bishop Carroll
496,1975-76,Wrestling,Sr. Varsity,Boys,None,Forest Lawn
497,1975-76,Field Hockey,Jr. Varsity,Girls,None,Lord Beaverbrook
498,1975-76,Field Hockey,Varsity,Girls,Div I,Lord Beaverbrook
499,1976-77,Badminton,Aggregate,Coed,Div I,Bishop Grandin
500,1976-77,Badminton,Aggregate,Coed,Div II,Western Canada
501,1976-77,Basketball,Jr. Varsity,Boys,Div I,Sir W. Churchill
502,1976-77,Basketball,Jr. Varsity,Boys,Div II,Forest Lawn
503,1976-77,Basketball,Jr. Varsity,Girls,Div I,St. Mary’s
504,1976-77,Basketball,Sr. Varsity,Boys,Div I,Crescent Heights
505,1976-77,Basketball,Sr. Varsity,Boys,Div II,William Aberhart
506,1976-77,Basketball,Sr. Varsity,Girls,Div I,Queen Elizabeth
507,1976-77,Basketball,Sr. Varsity,Girls,Div II,Ernest Manning
508,1976-77,Diving,Grand Aggregate,Coed,None,Henry Wise Wood
509,1976-77,Field Hockey,Jr. Varsity,Girls,None,Lord Beaverbrook
510,1976-77,Field Hockey,Varsity,Girls,Div I,Lord Beaverbrook
511,1976-77,Football,Jr. Varsity,Boys,Div I,St. Francis
512,1976-77,Football,Jr. Varsity,Boys,Div II,Western Canada
513,1976-77,Football,Sr. Varsity,Boys,Div I,St. Francis
514,1976-77,Football,Sr. Varsity,Boys,Div II,Bishop Carroll
515,1976-77,Rugby,Sr. Varsity,Boys,Div I,Crescent Heights
516,1976-77,Soccer,Varsity,Boys,Div I,John G. Diefenbaker
517,1976-77,Swimming,Grand Aggregate,Coed,None,Sir Winston Churchill
518,1976-77,Track and Field,Jr. Varsity,Boys,None,Bishop Carroll
519,1976-77,Track and Field,Jr. Varsity,Girls,None,Western Canada
520,1976-77,Track and Field,Sr. Varsity,Boys,None,Central Memorial
521,1976-77,Track and Field,Sr. Varsity,Girls,None,Central Memorial
522,1976-77,Volleyball,Jr. Varsity,Boys,Div I,Bishop Carroll
523,1976-77,Volleyball,Jr. Varsity,Girls,Div I,James Fowler
524,1976-77,Volleyball,Sr. Varsity,Boys,Div I,Bishop Grandin
525,1976-77,Volleyball,Sr. Varsity,Girls,Div I,Lord Beaverbrook
526,1976-77,Wrestling,Sr. Varsity,Boys,None,Viscount Bennett
527,1977-78,Badminton,Aggregate,Coed,Div I,St. Mary’s
528,1977-78,Badminton,Aggregate,Coed,Div II,John G. Diefenbaker
529,1977-78,Basketball,Jr. Varsity,Boys,Div I,Bishop Carroll
530,1977-78,Basketball,Jr. Varsity,Boys,Div II,Ernest Manning
531,1977-78,Basketball,Jr. Varsity,Girls,Div I,St. Mary’s
532,1977-78,Basketball,Sr. Varsity,Boys,Div I,St. Mary’s
533,1977-78,Basketball,Sr. Varsity,Boys,Div II,Forest Lawn
534,1977-78,Basketball,Sr. Varsity,Girls,Div I,Queen Elizabeth
535,1977-78,Basketball,Sr. Varsity,Girls,Div II,Lord Beaverbrook
536,1977-78,Diving,Grand Aggregate,Coed,None,Not Awarded
537,1977-78,Field Hockey,Jr. Varsity,Girls,None,John G. Diefenbaker
538,1977-78,Field Hockey,Varsity,Girls,Div I,Queen Elizabeth
539,1977-78,Football,Jr. Varsity,Boys,Div I,Sir Winston Churchill
540,1977-78,Football,Jr. Varsity,Boys,Div II,Bishop Carroll
541,1977-78,Football,Sr. Varsity,Boys,Div I,St. Francis
542,1977-78,Football,Sr. Varsity,Boys,Div II,William Aberhart
543,1977-78,Rugby,Jr. Varsity,Boys,Div I,John G. Diefenbaker
544,1977-78,Rugby,Sr. Varsity,Boys,Div I,St. Mary's
545,1977-78,Soccer,Varsity,Boys,Div I,Crescent Heights
546,1977-78,Swimming,Grand Aggregate,Coed,None,Sir Winston Churchill
547,1977-78,Track and Field,Jr. Varsity,Boys,None,Bishop Carroll
548,1977-78,Track and Field,Jr. Varsity,Girls,None,Central Memorial
549,1977-78,Track and Field,Sr. Varsity,Boys,None,Crescent Heights
550,1977-78,Track and Field,Sr. Varsity,Girls,None,Bishop Carroll
551,1977-78,Volleyball,Jr. Varsity,Boys,Div I,Bishop Carroll
552,1977-78,Volleyball,Jr. Varsity,Girls,Div I,Bishop Carroll
553,1977-78,Volleyball,Sr. Varsity,Boys,Div I,St. Mary's
554,1977-78,Volleyball,Sr. Varsity,Girls,Div I,Bishop Carroll
555,1977-78,Wrestling,Sr. Varsity,Boys,None,Viscount Bennett
556,1978-79,Badminton,Aggregate,Coed,Div I,Bishop Carroll
557,1978-79,Badminton,Aggregate,Coed,Div II,Lord Beaverbrook
558,1978-79,Basketball,Jr. Varsity,Boys,Div I,Crescent Heights
559,1978-79,Basketball,Jr. Varsity,Boys,Div II,Bishop Grandin
560,1978-79,Basketball,Jr. Varsity,Girls,Div I,Bishop Carroll
561,1978-79,Basketball,Sr. Varsity,Boys,Div I,Sir Winston Churchill
562,1978-79,Basketball,Sr. Varsity,Boys,Div II,John G. Diefenbaker
563,1978-79,Basketball,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
564,1978-79,Basketball,Sr. Varsity,Girls,Div II,Bowness
565,1978-79,Diving,Grand Aggregate,Coed,None,Sir Winston Churchill
566,1978-79,Field Hockey,Jr. Varsity,Girls,None,Sir Winston Churchill
567,1978-79,Field Hockey,Varsity,Girls,Div I,Lord Beaverbrook
568,1978-79,Football,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
569,1978-79,Football,Jr. Varsity,Boys,Div II,William Aberhart
570,1978-79,Football,Sr. Varsity,Boys,Div I,St. Francis
571,1978-79,Football,Sr. Varsity,Boys,Div II,John G Diefenbaker
572,1978-79,Rugby,Jr. Varsity,Boys,Div I,St. Mary’s
573,1978-79,Rugby,Sr. Varsity,Boys,Div I,Crescent Heights
574,1978-79,Rugby,Sr. Varsity,Boys,Div II,Bishop Grandin
575,1978-79,Soccer,Varsity,Boys,Div I,Bishop Grandin
576,1978-79,Swimming,Grand Aggregate,Coed,None,Sir Winston Churchill
577,1978-79,Track and Field,Jr. Varsity,Boys,None,Bishop Carroll
578,1978-79,Track and Field,Jr. Varsity,Girls,None,Central Memorial
579,1978-79,Track and Field,Sr. Varsity,Boys,None,Central Memorial
580,1978-79,Track and Field,Sr. Varsity,Girls,None,Central Memorial
581,1978-79,Volleyball,Jr. Varsity,Boys,Div I,Bishop Carroll
582,1978-79,Volleyball,Jr. Varsity,Girls,Div I,St. Mary’s
583,1978-79,Volleyball,Sr. Varsity,Boys,Div I,St. Francis
584,1978-79,Volleyball,Sr. Varsity,Girls,Div I,Bishop Carroll
585,1978-79,Wrestling,Sr. Varsity,Boys,None,Crescent Heights
586,1979-80,Badminton,Aggregate,Coed,Div I,Father Lacombe
587,1979-80,Badminton,Aggregate,Coed,Div II,Bowness
588,1979-80,Basketball,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
589,1979-80,Basketball,Jr. Varsity,Boys,Div II,Father Lacombe
590,1979-80,Basketball,Jr. Varsity,Girls,Div I,St. Mary’s
591,1979-80,Basketball,Sr. Varsity,Boys,Div I,Crescent Heights
592,1979-80,Basketball,Sr. Varsity,Boys,Div II,Bowness
593,1979-80,Basketball,Sr. Varsity,Girls,Div I,Bishop Carroll
594,1979-80,Basketball,Sr. Varsity,Girls,Div II,Queen Elizabeth
595,1979-80,Diving,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
596,1979-80,Field Hockey,Jr. Varsity,Girls,None,Bishop Carroll
597,1979-80,Field Hockey,Varsity,Girls,Div I,Not Awarded
598,1979-80,Football,Jr. Varsity,Boys,Div I,St. Francis
599,1979-80,Football,Jr. Varsity,Boys,Div II,St. Francis
600,1979-80,Football,Sr. Varsity,Boys,Div I,St. Francis
601,1979-80,Football,Sr. Varsity,Boys,Div II,St. Mary’s
602,1979-80,Rugby,Jr. Varsity,Boys,Div I,Not Awarded
603,1979-80,Rugby,Sr. Varsity,Boys,Div I,St. Mary’s
604,1979-80,Rugby,Sr. Varsity,Boys,Div II,Not Awarded
605,1979-80,Soccer,Varsity,Boys,Div I,Bishop Grandin
606,1979-80,Swimming,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
607,1979-80,Track and Field,Jr. Varsity,Boys,None,Bishop Carroll
608,1979-80,Track and Field,Jr. Varsity,Girls,None,St. Francis
609,1979-80,Track and Field,Sr. Varsity,Boys,None,Bishop Grandin
610,1979-80,Track and Field,Sr. Varsity,Girls,None,Bishop Carroll
611,1979-80,Volleyball,Grand Aggregate,Coed,None,Central Memorial
612,1979-80,Volleyball,Jr. Varsity,Boys,Div I,Sir Winston Churchill
613,1979-80,Volleyball,Jr. Varsity,Girls,Div I,Sir Winston Churchill
614,1979-80,Volleyball,Sr. Varsity,Boys,Div I,Bishop Carroll
615,1979-80,Volleyball,Sr. Varsity,Girls,Div I,Ernest Manning
616,1979-80,Wrestling,Sr. Varsity,Boys,None,Crescent Heights
617,1980-81,Badminton,Aggregate,Coed,Div I,Father Lacombe
618,1980-81,Badminton,Aggregate,Coed,Div II,John G. Diefenbaker
619,1980-81,Basketball,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
620,1980-81,Basketball,Jr. Varsity,Boys,Div II,Father Lacombe
621,1980-81,Basketball,Jr. Varsity,Girls,Div I,St. Mary’s
622,1980-81,Basketball,Sr. Varsity,Boys,Div I,Crescent Heights
623,1980-81,Basketball,Sr. Varsity,Boys,Div II,Bowness
624,1980-81,Basketball,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
625,1980-81,Basketball,Sr. Varsity,Girls,Div II,Forest Lawn
626,1980-81,Cross Country,Grand Aggregate,Coed,None,Sir Winston Churchill
627,1980-81,Diving,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
628,1980-81,Field Hockey,Jr. Varsity,Girls,None,Central Memorial
629,1980-81,Field Hockey,Varsity,Girls,Div I,St. Francis
630,1980-81,Football,Jr. Varsity,Boys,Div I,Bishop Carroll
631,1980-81,Football,Jr. Varsity,Boys,Div II,St. Mary’s
632,1980-81,Football,Sr. Varsity,Boys,Div I,Bishop Carroll
633,1980-81,Football,Sr. Varsity,Boys,Div II,St. Mary’s
634,1980-81,Rugby,Jr. Varsity,Boys,Div I,St. Mary’s
635,1980-81,Rugby,Sr. Varsity,Boys,Div I,St. Francis
636,1980-81,Rugby,Sr. Varsity,Boys,Div II,James Fowler
637,1980-81,Soccer,Varsity,Boys,Div I,Crescent Heights
638,1980-81,Swimming,Grand Aggregate,Coed,None,Sir Winston Churchill
639,1980-81,Track and Field,Jr. Varsity,Boys,None,Central Memorial
640,1980-81,Track and Field,Jr. Varsity,Girls,None,Central Memorial
641,1980-81,Track and Field,Sr. Varsity,Boys,None,Central Memorial
642,1980-81,Track and Field,Sr. Varsity,Girls,None,Central Memorial
643,1980-81,Volleyball,Jr. Varsity,Boys,Div I,Father Lacombe
644,1980-81,Volleyball,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
645,1980-81,Volleyball,Sr. Varsity,Boys,Div I,Bishop Carroll
646,1980-81,Volleyball,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
647,1980-81,Wrestling,Sr. Varsity,Boys,None,Crescent Heights
648,1981-82,Badminton,Aggregate,Coed,Div I,Bishop Grandin
649,1981-82,Badminton,Aggregate,Coed,Div II,Dr. E.P. Scarlett
650,1981-82,Basketball,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
651,1981-82,Basketball,Jr. Varsity,Boys,Div II,Western Canada
652,1981-82,Basketball,Jr. Varsity,Girls,Div I,St. Francis
653,1981-82,Basketball,Sr. Varsity,Boys,Div I,Viscount Bennett
654,1981-82,Basketball,Sr. Varsity,Boys,Div II,James Fowler
655,1981-82,Basketball,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
656,1981-82,Basketball,Sr. Varsity,Girls,Div II,William Aberhart
657,1981-82,Cross Country,Grand Aggregate,Coed,None,Sir Winston Churchill
658,1981-82,Diving,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
659,1981-82,Field Hockey,Jr. Varsity,Girls,None,Bishop Carroll
660,1981-82,Field Hockey,Varsity,Girls,Div I,St. Mary’s
661,1981-82,Football,Jr. Varsity,Boys,Div I,Sir Winston Churchill
662,1981-82,Football,Jr. Varsity,Boys,Div II,St. Mary’s
663,1981-82,Football,Sr. Varsity,Boys,Div I,St. Francis
664,1981-82,Football,Sr. Varsity,Boys,Div II,William Aberhart
665,1981-82,Rugby,Jr. Varsity,Boys,Div I,Henry Wise Wood
666,1981-82,Rugby,Sr. Varsity,Boys,Div I,St. Francis
667,1981-82,Rugby,Sr. Varsity,Boys,Div II,Sir Winston Churchill
668,1981-82,Soccer,Varsity,Boys,Div I,Henry Wise Wood
669,1981-82,Swimming,Grand Aggregate,Coed,None,Sir Winston Churchill
670,1981-82,Track and Field,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
671,1981-82,Track and Field,Jr. Varsity,Girls,None,Sir Winston Churchill
672,1981-82,Track and Field,Sr. Varsity,Boys,None,Central Memorial
673,1981-82,Track and Field,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
674,1981-82,Volleyball,Jr. Varsity,Boys,Div I,Bishop Grandin
675,1981-82,Volleyball,Jr. Varsity,Girls,Div I,St. Mary’s
676,1981-82,Volleyball,Sr. Varsity,Boys,Div I,Bishop Grandin
677,1981-82,Volleyball,Sr. Varsity,Girls,Div I,Bishop Carroll
678,1981-82,Wrestling,Sr. Varsity,Boys,None,Bishop Grandin
679,1982-83,Badminton,Aggregate,Coed,Div I,Bishop Carroll
680,1982-83,Badminton,Aggregate,Coed,Div II,Western Canada
681,1982-83,Basketball,Jr. Varsity,Boys,Div I,St. Francis
682,1982-83,Basketball,Jr. Varsity,Boys,Div II,John G. Diefenbaker
683,1982-83,Basketball,Jr. Varsity,Girls,Div I,St. Mary’s
684,1982-83,Basketball,Sr. Varsity,Boys,Div I,Father Lacombe
685,1982-83,Basketball,Sr. Varsity,Boys,Div II,Bowness
686,1982-83,Basketball,Sr. Varsity,Girls,Div I,St. Mary’s
687,1982-83,Basketball,Sr. Varsity,Girls,Div II,William Aberhart
688,1982-83,Cross Country,Grand Aggregate,Coed,None,Bishop Grandin
689,1982-83,Diving,Grand Aggregate,Coed,None,Bishop Carroll
690,1982-83,Field Hockey,Jr. Varsity,Girls,None,Western Canada
691,1982-83,Field Hockey,Varsity,Girls,Div I,St. Francis
692,1982-83,Football,Jr. Varsity,Boys,Div I,Bishop Grandin
693,1982-83,Football,Jr. Varsity,Boys,Div II,James Fowler
694,1982-83,Football,Sr. Varsity,Boys,Div I,St. Francis
695,1982-83,Football,Sr. Varsity,Boys,Div II,John G. Diefenbaker
696,1982-83,Rugby,Jr. Varsity,Boys,Div I,Queen Elizabeth
697,1982-83,Rugby,Sr. Varsity,Boys,Div I,St. Francis
698,1982-83,Rugby,Sr. Varsity,Boys,Div II,Dr. E.P. Scarlett
699,1982-83,Soccer,Varsity,Boys,Div I,John G. Diefenbaker
700,1982-83,Swimming,Grand Aggregate,Coed,None,Sir Winston Churchill
701,1982-83,Track and Field,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
702,1982-83,Track and Field,Jr. Varsity,Girls,None,Dr. E.P. Scarlett
703,1982-83,Track and Field,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
704,1982-83,Track and Field,Sr. Varsity,Girls,None,Bishop Carroll
705,1982-83,Volleyball,Jr. Varsity,Boys,Div I,Sir Winston Churchill
706,1982-83,Volleyball,Jr. Varsity,Girls,Div I,St. Mary’s
707,1982-83,Volleyball,Sr. Varsity,Boys,Div I,Father Lacombe
708,1982-83,Volleyball,Sr. Varsity,Girls,Div I,Bishop Carroll
709,1982-83,Wrestling,Sr. Varsity,Boys,None,Bishop Grandin
710,1983-84,Badminton,Aggregate,Coed,Div I,Western Canada
711,1983-84,Badminton,Aggregate,Coed,Div II,"Dr. E.P. Scarlett 
and William Aberhart"
712,1983-84,Basketball,Jr. Varsity,Boys,Div I,St. Francis
713,1983-84,Basketball,Jr. Varsity,Boys,Div II,John G. Diefenbaker
714,1983-84,Basketball,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
715,1983-84,Basketball,Sr. Varsity,Boys,Div I,Bishop Carroll
716,1983-84,Basketball,Sr. Varsity,Boys,Div II,James Fowler
717,1983-84,Basketball,Sr. Varsity,Girls,Div I,Bishop Grandin
718,1983-84,Basketball,Sr. Varsity,Girls,Div II,James Fowler
719,1983-84,Cross Country,Grand Aggregate,Coed,None,Bishop Grandin
720,1983-84,Diving,Grand Aggregate,Coed,None,Sir Winston Churchill
721,1983-84,Field Hockey,Jr. Varsity,Girls,None,William Aberhart
722,1983-84,Field Hockey,Varsity,Girls,Div I,Sir Winston Churchill
723,1983-84,Football,Jr. Varsity,Boys,Div I,St. Francis
724,1983-84,Football,Jr. Varsity,Boys,Div II,St. Mary’s
725,1983-84,Football,Sr. Varsity,Boys,Div I,Dr. E.P. Scarlett
726,1983-84,Football,Sr. Varsity,Boys,Div II,James Fowler
727,1983-84,Rugby,Jr. Varsity,Boys,Div I,John G. Diefenbaker
728,1983-84,Rugby,Sr. Varsity,Boys,Div I,Crescent Heights
729,1983-84,Rugby,Sr. Varsity,Boys,Div II,Bowness
730,1983-84,Soccer,Varsity,Boys,Div I,St. Mary’s
731,1983-84,Swimming,Grand Aggregate,Coed,None,Sir Winston Churchill
732,1983-84,Track and Field,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
733,1983-84,Track and Field,Jr. Varsity,Girls,None,Western Canada
734,1983-84,Track and Field,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
735,1983-84,Track and Field,Sr. Varsity,Girls,None,Bishop Grandin
736,1983-84,Volleyball,Jr. Varsity,Boys,Div I,Bishop Grandin
737,1983-84,Volleyball,Jr. Varsity,Girls,Div I,Sir Winston Churchill
738,1983-84,Volleyball,Sr. Varsity,Boys,Div I,Bishop Carroll
739,1983-84,Volleyball,Sr. Varsity,Girls,Div I,Bishop Carroll
740,1983-84,Wrestling,Sr. Varsity,Boys,None,Bishop Grandin
741,1984-85,Badminton,Aggregate,Coed,Div I,Western Canada
742,1984-85,Badminton,Aggregate,Coed,Div II,Ernest Manning
743,1984-85,Basketball,Jr. Varsity,Boys,Div I,Sir W. Churchill
744,1984-85,Basketball,Jr. Varsity,Boys,Div II,Henry Wise Wood
745,1984-85,Basketball,Jr. Varsity,Girls,Div I,Bishop Grandin
746,1984-85,Basketball,Sr. Varsity,Boys,Div I,Bishop Grandin
747,1984-85,Basketball,Sr. Varsity,Boys,Div II,Bowness
748,1984-85,Basketball,Sr. Varsity,Girls,Div I,St. Mary’s
749,1984-85,Basketball,Sr. Varsity,Girls,Div II,Bowness
750,1984-85,Cross Country,Grand Aggregate,Coed,None,Bishop Grandin
751,1984-85,Diving,Grand Aggregate,Coed,None,Sir Winston Churchill
752,1984-85,Field Hockey,Jr. Varsity,Girls,None,Western Canada
753,1984-85,Field Hockey,Varsity,Girls,Div I,Sir Winston Churchill
754,1984-85,Football,Jr. Varsity,Boys,Div I,St. Francis
755,1984-85,Football,Jr. Varsity,Boys,Div II,Henry Wise Wood
756,1984-85,Football,Sr. Varsity,Boys,Div I,Crescent Heights
757,1984-85,Football,Sr. Varsity,Boys,Div II,Ernest Manning
