,YEAR WON,SPORT,LEVEL,GENDER,DIVISION,WINNER
612,,,Jr. Varsity,Boys,Div II,Dr. E.P. Scarlett
613,,,Sr. Varsity,Boys,Div I,Viscount Bennett
614,,,Sr. Varsity,Boys,Div II,Dr. E.P. Scarlett
615,,Soccer,,,,
616,,,Varsity,Boys,Div I,Not Awarded
617,,Swimming,,,,
618,,,Grand Aggregate,Coed,None,Not Awarded
619,,Track and Field,,,,
620,,,Jr. Varsity,Boys,None,Viscount Bennett
621,,,Jr. Varsity,Girls,None,Western Canada
622,,,Sr. Varsity,Boys,None,Western Canada
623,,,Sr. Varsity,Girls,None,Western Canada
624,,Volleyball,,,,
625,,,Jr. Varsity,Girls,Div I,Viscount Bennett
626,,,Sr. Varsity,Boys,Div I,Sir Winston Churchill
627,,,Sr. Varsity,Girls,Div I,Bishop Grandin
628,,Wrestling,,,,
629,,,Sr. Varsity,Boys,None,Lord Beaverbrook
630,,,,,,
631,Spring,Field Hockey,,,,
632,,,Jr. Varsity,Girls,None,Crescent Heights
633,,,Varsity,Girls,Div I,James Fowler
634,1973-74,,,,,
635,Fall,Field Hockey,,,,
636,,,Jr. Varsity,Girls,None,William Aberhart
637,,,Varsity,Girls,Div I,Henry Wise Wood
638,,Badminton,,,,
639,,,Aggregate,Coed,Div I,Western Canada
640,,,Aggregate,Coed,Div II,St. Mary’s
641,,Basketball,,,,
642,,,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
643,,,Jr. Varsity,Boys,Div II,St. Mary’s
644,,,Jr. Varsity,Girls,Div I,Bishop Grandin
645,,,Sr. Varsity,Boys,Div I,Crescent Heights
646,,,Sr. Varsity,Boys,Div II,Queen Elizabeth
647,,,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
648,,Diving,,,,
649,,,Grand Aggregate,Coed,None,Not Awarded
650,,Football,,,,
651,,,Jr. Varsity,Boys,Div I,Lord Beaverbrook
652,,,Jr. Varsity,Boys,Div II,St. Mary’s
653,,,Sr. Varsity,Boys,Div I,Sir Winston Churchill
654,,,Sr. Varsity,Boys,Div II,Bishop Carroll
655,,Rugby,,,,
656,,,Sr. Varsity,Boys,Div I,"Crescent Heights, 
William Aberhart 
and Bowness"
657,,Soccer,,,,
658,,,Varsity,Boys,Div I,John G. Diefenbaker
659,,Swimming,,,,
660,,,Grand Aggregate,Coed,None,Not Awarded
661,,Track and Field,,,,
662,,,Jr. Varsity,Boys,None,Sir Winston Churchill
663,,,Jr. Varsity,Girls,None,Central Memorial
664,,,Sr. Varsity,Boys,None,Central Memorial
665,,,Sr. Varsity,Girls,None,Central Memorial
666,,Volleyball,,,,
667,,,Jr. Varsity,Boys,Div I,Bishop Carroll
668,,,Jr. Varsity,Girls,Div I,Viscount Bennett
669,,,Sr. Varsity,Boys,Div I,Bishop Carroll
670,,,Sr. Varsity,Girls,Div I,Crescent Heights
671,,Wrestling,,,,
672,,,Sr. Varsity,Boys,None,Lord Beaverbrook
673,Spring,Field Hockey,,,,
674,,,Jr. Varsity,Girls,None,Lord Beaverbrook
675,,,Varsity,Girls,Div I,James Fowler
676,1974-75,,,,,
677,Fall,Field Hockey,,,,
678,,,Jr. Varsity,Girls,None,Not Awarded
679,,,Varsity,Girls,Div I,"James Fowler 
and Henry Wise Wood"
680,,,,,,
681,,Badminton,,,,
682,,,Aggregate,Coed,Div I,Bishop Grandin
683,,,Aggregate,Coed,Div II,Ernest Manning
684,,Basketball,,,,
685,,,Jr. Varsity,Boys,Div I,Queen Elizabeth
686,,,Jr. Varsity,Boys,Div II,Dr. E.P. Scarlett
687,,,Jr. Varsity,Girls,Div I,Bishop Carroll
688,,,Sr. Varsity,Boys,Div I,Crescent Heights
689,,,Sr. Varsity,Boys,Div II,Sir W. Churchill
690,,,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
691,,Diving,,,,
692,,,Grand Aggregate,Coed,None,Not Awarded
693,,Football,,,,
694,,,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
695,,,Jr. Varsity,Boys,Div II,Queen Elizabeth
696,,,Sr. Varsity,Boys,Div I,Dr. E.P. Scarlett
697,,,Sr. Varsity,Boys,Div II,John G. Diefenbaker
698,,Rugby,,,,
699,,,Sr. Varsity,Boys,Div I,"Crescent Heights 
and Western Canada"
700,,Soccer,,,,
701,,,Varsity,Boys,Div I,Central Memorial
702,,Swimming,,,,
703,,,Grand Aggregate,Coed,None,Not Awarded
704,,Track and Field,,,,
705,,,Jr. Varsity,Boys,None,Central Memorial
706,,,Jr. Varsity,Girls,None,Central Memorial
707,,,Sr. Varsity,Boys,None,Central Memorial
708,,,Sr. Varsity,Girls,None,Central Memorial
709,,Volleyball,,,,
710,,,Jr. Varsity,Boys,Div I,Bishop Carroll
711,,,Jr. Varsity,Girls,Div I,Bishop Carroll
712,,,Sr. Varsity,Boys,Div I,Bishop Carroll
713,,,Sr. Varsity,Girls,Div I,Bishop Carroll
714,,Wrestling,,,,
715,,,Sr. Varsity,Boys,None,Viscount Bennett
716,Spring,Field Hockey,,,,
717,,,Jr. Varsity,Girls,None,James Fowler
718,,,Varsity,Girls,Div I,Lord Beaverbrook
719,1975-76,,,,,
720,Fall,Field Hockey,,,,
721,,,Jr. Varsity,Girls,None,Queen Elizabeth
722,,,Varsity,Girls,Div I,Lord Beaverbrook
723,,Badminton,,,,
724,,,Aggregate,Coed,Div I,Bishop Grandin
725,,,Aggregate,Coed,Div II,Western Canada
726,,Basketball,,,,
727,,,Jr. Varsity,Boys,Div I,Crescent Heights
728,,,Jr. Varsity,Boys,Div II,Western Canada
729,,,Jr. Varsity,Girls,Div I,Queen Elizabeth
730,,,Sr. Varsity,Boys,Div I,Crescent Heights
731,,,Sr. Varsity,Boys,Div II,James Fowler
732,,,Sr. Varsity,Girls,Div I,Western Canada
733,,Diving,,,,
734,,,Grand Aggregate,Coed,None,Ernest Manning
735,,Football,,,,
736,,,Jr. Varsity,Boys,Div I,Bishop Grandin
737,,,Jr. Varsity,Boys,Div II,Central Memorial
738,,,Sr. Varsity,Boys,Div I,St. Francis
739,,,Sr. Varsity,Boys,Div II,St. Mary’s
740,,Rugby,,,,
741,,,Sr. Varsity,Boys,Div I,Crescent Heights
742,,Soccer,,,,
743,,,Varsity,Boys,Div I,Western Canada
744,,Swimming,,,,
745,,,Grand Aggregate,Coed,None,Henry Wise Wood
746,,Track and Field,,,,
747,,,Jr. Varsity,Boys,None,Crescent Heights
748,,,Jr. Varsity,Girls,None,Queen Elizabeth
749,,,Sr. Varsity,Boys,None,Henry Wise Wood
750,,,Sr. Varsity,Girls,None,Central Memorial
751,,Volleyball,,,,
752,,,Jr. Varsity,Boys,Div I,St. Mary’s
753,,,Sr. Varsity,Boys,Div I,Bishop Carroll
754,,,Sr. Varsity,Girls,Div I,Bishop Carroll
755,,Wrestling,,,,
756,,,Sr. Varsity,Boys,None,Forest Lawn
757,,,,,,
758,Spring,Field Hockey,,,,
759,,,Jr. Varsity,Girls,None,Lord Beaverbrook
760,,,Varsity,Girls,Div I,Lord Beaverbrook
761,1976-77,,,,,
762,,Badminton,,,,
763,,,Aggregate,Coed,Div I,Bishop Grandin
764,,,Aggregate,Coed,Div II,Western Canada
765,,Basketball,,,,
766,,,Jr. Varsity,Boys,Div I,Sir W. Churchill
767,,,Jr. Varsity,Boys,Div II,Forest Lawn
768,,,Jr. Varsity,Girls,Div I,St. Mary’s
769,,,Sr. Varsity,Boys,Div I,Crescent Heights
770,,,Sr. Varsity,Boys,Div II,William Aberhart
771,,,Sr. Varsity,Girls,Div I,Queen Elizabeth
772,,,Sr. Varsity,Girls,Div II,Ernest Manning
773,,Diving,,,,
774,,,Grand Aggregate,Coed,None,Henry Wise Wood
775,,Field Hockey,,,,
776,,,Jr. Varsity,Girls,None,Lord Beaverbrook
777,,,Varsity,Girls,Div I,Lord Beaverbrook
778,,Football,,,,
779,,,Jr. Varsity,Boys,Div I,St. Francis
780,,,Jr. Varsity,Boys,Div II,Western Canada
781,,,Sr. Varsity,Boys,Div I,St. Francis
782,,,Sr. Varsity,Boys,Div II,Bishop Carroll
783,,Rugby,,,,
784,,,Sr. Varsity,Boys,Div I,Crescent Heights
785,,Soccer,,,,
786,,,Varsity,Boys,Div I,John G. Diefenbaker
787,,Swimming,,,,
788,,,Grand Aggregate,Coed,None,Sir Winston Churchill
789,,Track and Field,,,,
790,,,Jr. Varsity,Boys,None,Bishop Carroll
791,,,Jr. Varsity,Girls,None,Western Canada
792,,,Sr. Varsity,Boys,None,Central Memorial
793,,,Sr. Varsity,Girls,None,Central Memorial
794,,Volleyball,,,,
795,,,Jr. Varsity,Boys,Div I,Bishop Carroll
796,,,Jr. Varsity,Girls,Div I,James Fowler
797,,,Sr. Varsity,Boys,Div I,Bishop Grandin
798,,,Sr. Varsity,Girls,Div I,Lord Beaverbrook
799,,Wrestling,,,,
800,,,Sr. Varsity,Boys,None,Viscount Bennett
801,1977-78,,,,,
802,,Badminton,,,,
803,,,Aggregate,Coed,Div I,St. Mary’s
804,,,Aggregate,Coed,Div II,John G. Diefenbaker
805,,Basketball,,,,
806,,,Jr. Varsity,Boys,Div I,Bishop Carroll
807,,,Jr. Varsity,Boys,Div II,Ernest Manning
808,,,Jr. Varsity,Girls,Div I,St. Mary’s
809,,,Sr. Varsity,Boys,Div I,St. Mary’s
810,,,Sr. Varsity,Boys,Div II,Forest Lawn
811,,,Sr. Varsity,Girls,Div I,Queen Elizabeth
812,,,Sr. Varsity,Girls,Div II,Lord Beaverbrook
813,,Diving,,,,
814,,,Grand Aggregate,Coed,None,Not Awarded
815,,Field Hockey,,,,
816,,,Jr. Varsity,Girls,None,John G. Diefenbaker
817,,,Varsity,Girls,Div I,Queen Elizabeth
818,,Football,,,,
819,,,Jr. Varsity,Boys,Div I,Sir Winston Churchill
820,,,Jr. Varsity,Boys,Div II,Bishop Carroll
821,,,Sr. Varsity,Boys,Div I,St. Francis
822,,,Sr. Varsity,Boys,Div II,William Aberhart
823,,Rugby,,,,
824,,,Jr. Varsity,Boys,Div I,John G. Diefenbaker
825,,,Sr. Varsity,Boys,Div I,St. Mary's
826,,Soccer,,,,
827,,,Varsity,Boys,Div I,Crescent Heights
828,,Swimming,,,,
829,,,Grand Aggregate,Coed,None,Sir Winston Churchill
830,,Track and Field,,,,
831,,,Jr. Varsity,Boys,None,Bishop Carroll
832,,,Jr. Varsity,Girls,None,Central Memorial
833,,,Sr. Varsity,Boys,None,Crescent Heights
834,,,Sr. Varsity,Girls,None,Bishop Carroll
835,,Volleyball,,,,
836,,,Jr. Varsity,Boys,Div I,Bishop Carroll
837,,,Jr. Varsity,Girls,Div I,Bishop Carroll
838,,,Sr. Varsity,Boys,Div I,St. Mary's
839,,,Sr. Varsity,Girls,Div I,Bishop Carroll
840,,Wrestling,,,,
841,,,Sr. Varsity,Boys,None,Viscount Bennett
842,1978-79,,,,,
843,,Badminton,,,,
844,,,Aggregate,Coed,Div I,Bishop Carroll
845,,,Aggregate,Coed,Div II,Lord Beaverbrook
846,,Basketball,,,,
847,,,Jr. Varsity,Boys,Div I,Crescent Heights
848,,,Jr. Varsity,Boys,Div II,Bishop Grandin
849,,,Jr. Varsity,Girls,Div I,Bishop Carroll
850,,,Sr. Varsity,Boys,Div I,Sir Winston Churchill
851,,,Sr. Varsity,Boys,Div II,John G. Diefenbaker
852,,,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
853,,,Sr. Varsity,Girls,Div II,Bowness
854,,Diving,,,,
855,,,Grand Aggregate,Coed,None,Sir Winston Churchill
856,,Field Hockey,,,,
857,,,Jr. Varsity,Girls,None,Sir Winston Churchill
858,,,Varsity,Girls,Div I,Lord Beaverbrook
859,,Football,,,,
860,,,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
861,,,Jr. Varsity,Boys,Div II,William Aberhart
862,,,Sr. Varsity,Boys,Div I,St. Francis
863,,,Sr. Varsity,Boys,Div II,John G Diefenbaker
864,,Rugby,,,,
865,,,Jr. Varsity,Boys,Div I,St. Mary’s
866,,,Sr. Varsity,Boys,Div I,Crescent Heights
867,,,Sr. Varsity,Boys,Div II,Bishop Grandin
868,,Soccer,,,,
869,,,Varsity,Boys,Div I,Bishop Grandin
870,,Swimming,,,,
871,,,Grand Aggregate,Coed,None,Sir Winston Churchill
872,,Track and Field,,,,
873,,,Jr. Varsity,Boys,None,Bishop Carroll
874,,,Jr. Varsity,Girls,None,Central Memorial
875,,,Sr. Varsity,Boys,None,Central Memorial
876,,,Sr. Varsity,Girls,None,Central Memorial
877,,Volleyball,,,,
878,,,Jr. Varsity,Boys,Div I,Bishop Carroll
879,,,Jr. Varsity,Girls,Div I,St. Mary’s
880,,,Sr. Varsity,Boys,Div I,St. Francis
881,,,Sr. Varsity,Girls,Div I,Bishop Carroll
882,,Wrestling,,,,
883,,,Sr. Varsity,Boys,None,Crescent Heights
884,1979-80,,,,,
885,,Badminton,,,,
886,,,Aggregate,Coed,Div I,Father Lacombe
887,,,Aggregate,Coed,Div II,Bowness
888,,Basketball,,,,
889,,,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
890,,,Jr. Varsity,Boys,Div II,Father Lacombe
891,,,Jr. Varsity,Girls,Div I,St. Mary’s
892,,,Sr. Varsity,Boys,Div I,Crescent Heights
893,,,Sr. Varsity,Boys,Div II,Bowness
894,,,Sr. Varsity,Girls,Div I,Bishop Carroll
895,,,Sr. Varsity,Girls,Div II,Queen Elizabeth
896,,Diving,,,,
897,,,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
898,,Field Hockey,,,,
899,,,Jr. Varsity,Girls,None,Bishop Carroll
900,,,Varsity,Girls,Div I,Not Awarded
901,,Football,,,,
902,,,Jr. Varsity,Boys,Div I,St. Francis
903,,,Jr. Varsity,Boys,Div II,St. Francis
904,,,Sr. Varsity,Boys,Div I,St. Francis
905,,,Sr. Varsity,Boys,Div II,St. Mary’s
906,,Rugby,,,,
907,,,Jr. Varsity,Boys,Div I,Not Awarded
908,,,Sr. Varsity,Boys,Div I,St. Mary’s
909,,,Sr. Varsity,Boys,Div II,Not Awarded
910,,Soccer,,,,
911,,,Varsity,Boys,Div I,Bishop Grandin
912,,Swimming,,,,
913,,,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
914,,Track and Field,,,,
915,,,Jr. Varsity,Boys,None,Bishop Carroll
916,,,Jr. Varsity,Girls,None,St. Francis
917,,,Sr. Varsity,Boys,None,Bishop Grandin
918,,,Sr. Varsity,Girls,None,Bishop Carroll
919,,Volleyball,,,,
920,,,Grand Aggregate,Coed,None,Central Memorial
921,,,Jr. Varsity,Boys,Div I,Sir Winston Churchill
922,,,Jr. Varsity,Girls,Div I,Sir Winston Churchill
923,,,Sr. Varsity,Boys,Div I,Bishop Carroll
924,,,Sr. Varsity,Girls,Div I,Ernest Manning
925,,Wrestling,,,,
926,,,Sr. Varsity,Boys,None,Crescent Heights
927,1980-81,,,,,
928,,Badminton,,,,
929,,,Aggregate,Coed,Div I,Father Lacombe
930,,,Aggregate,Coed,Div II,John G. Diefenbaker
931,,Basketball,,,,
932,,,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
933,,,Jr. Varsity,Boys,Div II,Father Lacombe
934,,,Jr. Varsity,Girls,Div I,St. Mary’s
935,,,Sr. Varsity,Boys,Div I,Crescent Heights
936,,,Sr. Varsity,Boys,Div II,Bowness
937,,,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
938,,,Sr. Varsity,Girls,Div II,Forest Lawn
939,,Cross Country,,,,
940,,,Grand Aggregate,Coed,None,Sir Winston Churchill
941,,Diving,,,,
942,,,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
943,,Field Hockey,,,,
944,,,Jr. Varsity,Girls,None,Central Memorial
945,,,Varsity,Girls,Div I,St. Francis
946,,Football,,,,
947,,,Jr. Varsity,Boys,Div I,Bishop Carroll
948,,,Jr. Varsity,Boys,Div II,St. Mary’s
949,,,Sr. Varsity,Boys,Div I,Bishop Carroll
950,,,Sr. Varsity,Boys,Div II,St. Mary’s
951,,Rugby,,,,
952,,,Jr. Varsity,Boys,Div I,St. Mary’s
953,,,Sr. Varsity,Boys,Div I,St. Francis
954,,,Sr. Varsity,Boys,Div II,James Fowler
955,,Soccer,,,,
956,,,Varsity,Boys,Div I,Crescent Heights
957,,Swimming,,,,
958,,,Grand Aggregate,Coed,None,Sir Winston Churchill
959,,Track and Field,,,,
960,,,Jr. Varsity,Boys,None,Central Memorial
961,,,Jr. Varsity,Girls,None,Central Memorial
962,,,Sr. Varsity,Boys,None,Central Memorial
963,,,Sr. Varsity,Girls,None,Central Memorial
964,,Volleyball,,,,
965,,,Jr. Varsity,Boys,Div I,Father Lacombe
966,,,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
967,,,Sr. Varsity,Boys,Div I,Bishop Carroll
968,,,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
969,,Wrestling,,,,
970,,,Sr. Varsity,Boys,None,Crescent Heights
971,1981-82,,,,,
972,,Badminton,,,,
973,,,Aggregate,Coed,Div I,Bishop Grandin
974,,,Aggregate,Coed,Div II,Dr. E.P. Scarlett
975,,Basketball,,,,
976,,,Jr. Varsity,Boys,Div I,Dr. E.P. Scarlett
977,,,Jr. Varsity,Boys,Div II,Western Canada
978,,,Jr. Varsity,Girls,Div I,St. Francis
979,,,Sr. Varsity,Boys,Div I,Viscount Bennett
980,,,Sr. Varsity,Boys,Div II,James Fowler
981,,,Sr. Varsity,Girls,Div I,Dr. E.P. Scarlett
982,,,Sr. Varsity,Girls,Div II,William Aberhart
983,,Cross Country,,,,
984,,,Grand Aggregate,Coed,None,Sir Winston Churchill
985,,Diving,,,,
986,,,Grand Aggregate,Coed,None,Dr. E.P. Scarlett
987,,Field Hockey,,,,
988,,,Jr. Varsity,Girls,None,Bishop Carroll
989,,,Varsity,Girls,Div I,St. Mary’s
990,,Football,,,,
991,,,Jr. Varsity,Boys,Div I,Sir Winston Churchill
992,,,Jr. Varsity,Boys,Div II,St. Mary’s
993,,,Sr. Varsity,Boys,Div I,St. Francis
994,,,Sr. Varsity,Boys,Div II,William Aberhart
995,,Rugby,,,,
996,,,Jr. Varsity,Boys,Div I,Henry Wise Wood
997,,,Sr. Varsity,Boys,Div I,St. Francis
998,,,Sr. Varsity,Boys,Div II,Sir Winston Churchill
999,,Soccer,,,,
1000,,,Varsity,Boys,Div I,Henry Wise Wood
1001,,Swimming,,,,
1002,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1003,,Track and Field,,,,
1004,,,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
1005,,,Jr. Varsity,Girls,None,Sir Winston Churchill
1006,,,Sr. Varsity,Boys,None,Central Memorial
1007,,,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
1008,,Volleyball,,,,
1009,,,Jr. Varsity,Boys,Div I,Bishop Grandin
1010,,,Jr. Varsity,Girls,Div I,St. Mary’s
1011,,,Sr. Varsity,Boys,Div I,Bishop Grandin
1012,,,Sr. Varsity,Girls,Div I,Bishop Carroll
1013,,Wrestling,,,,
1014,,,Sr. Varsity,Boys,None,Bishop Grandin
1015,1982-83,,,,,
1016,,Badminton,,,,
1017,,,Aggregate,Coed,Div I,Bishop Carroll
1018,,,Aggregate,Coed,Div II,Western Canada
1019,,Basketball,,,,
1020,,,Jr. Varsity,Boys,Div I,St. Francis
1021,,,Jr. Varsity,Boys,Div II,John G. Diefenbaker
1022,,,Jr. Varsity,Girls,Div I,St. Mary’s
1023,,,Sr. Varsity,Boys,Div I,Father Lacombe
1024,,,Sr. Varsity,Boys,Div II,Bowness
1025,,,Sr. Varsity,Girls,Div I,St. Mary’s
1026,,,Sr. Varsity,Girls,Div II,William Aberhart
1027,,Cross Country,,,,
1028,,,Grand Aggregate,Coed,None,Bishop Grandin
1029,,Diving,,,,
1030,,,Grand Aggregate,Coed,None,Bishop Carroll
1031,,Field Hockey,,,,
1032,,,Jr. Varsity,Girls,None,Western Canada
1033,,,Varsity,Girls,Div I,St. Francis
1034,,Football,,,,
1035,,,Jr. Varsity,Boys,Div I,Bishop Grandin
1036,,,Jr. Varsity,Boys,Div II,James Fowler
1037,,,Sr. Varsity,Boys,Div I,St. Francis
1038,,,Sr. Varsity,Boys,Div II,John G. Diefenbaker
1039,,Rugby,,,,
1040,,,Jr. Varsity,Boys,Div I,Queen Elizabeth
1041,,,Sr. Varsity,Boys,Div I,St. Francis
1042,,,Sr. Varsity,Boys,Div II,Dr. E.P. Scarlett
1043,,Soccer,,,,
1044,,,Varsity,Boys,Div I,John G. Diefenbaker
1045,,Swimming,,,,
1046,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1047,,Track and Field,,,,
1048,,,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
1049,,,Jr. Varsity,Girls,None,Dr. E.P. Scarlett
1050,,,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
1051,,,Sr. Varsity,Girls,None,Bishop Carroll
1052,,Volleyball,,,,
1053,,,Jr. Varsity,Boys,Div I,Sir Winston Churchill
1054,,,Jr. Varsity,Girls,Div I,St. Mary’s
1055,,,Sr. Varsity,Boys,Div I,Father Lacombe
1056,,,Sr. Varsity,Girls,Div I,Bishop Carroll
1057,,Wrestling,,,,
1058,,,Sr. Varsity,Boys,None,Bishop Grandin
1059,1983-84,,,,,
1060,,Badminton,,,,
1061,,,Aggregate,Coed,Div I,Western Canada
1062,,,Aggregate,Coed,Div II,"Dr. E.P. Scarlett 
and William Aberhart"
1063,,Basketball,,,,
1064,,,Jr. Varsity,Boys,Div I,St. Francis
1065,,,Jr. Varsity,Boys,Div II,John G. Diefenbaker
1066,,,Jr. Varsity,Girls,Div I,Dr. E.P. Scarlett
1067,,,Sr. Varsity,Boys,Div I,Bishop Carroll
1068,,,Sr. Varsity,Boys,Div II,James Fowler
1069,,,Sr. Varsity,Girls,Div I,Bishop Grandin
1070,,,Sr. Varsity,Girls,Div II,James Fowler
1071,,Cross Country,,,,
1072,,,Grand Aggregate,Coed,None,Bishop Grandin
1073,,Diving,,,,
1074,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1075,,Field Hockey,,,,
1076,,,Jr. Varsity,Girls,None,William Aberhart
1077,,,Varsity,Girls,Div I,Sir Winston Churchill
1078,,Football,,,,
1079,,,Jr. Varsity,Boys,Div I,St. Francis
1080,,,Jr. Varsity,Boys,Div II,St. Mary’s
1081,,,Sr. Varsity,Boys,Div I,Dr. E.P. Scarlett
1082,,,Sr. Varsity,Boys,Div II,James Fowler
1083,,Rugby,,,,
1084,,,Jr. Varsity,Boys,Div I,John G. Diefenbaker
1085,,,Sr. Varsity,Boys,Div I,Crescent Heights
1086,,,Sr. Varsity,Boys,Div II,Bowness
1087,,Soccer,,,,
1088,,,Varsity,Boys,Div I,St. Mary’s
1089,,Swimming,,,,
1090,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1091,,Track and Field,,,,
1092,,,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
1093,,,Jr. Varsity,Girls,None,Western Canada
1094,,,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
1095,,,Sr. Varsity,Girls,None,Bishop Grandin
1096,,Volleyball,,,,
1097,,,Jr. Varsity,Boys,Div I,Bishop Grandin
1098,,,Jr. Varsity,Girls,Div I,Sir Winston Churchill
1099,,,Sr. Varsity,Boys,Div I,Bishop Carroll
1100,,,Sr. Varsity,Girls,Div I,Bishop Carroll
1101,,Wrestling,,,,
1102,,,Sr. Varsity,Boys,None,Bishop Grandin
1103,1984-85,,,,,
1104,,Badminton,,,,
1105,,,Aggregate,Coed,Div I,Western Canada
1106,,,Aggregate,Coed,Div II,Ernest Manning
1107,,Basketball,,,,
1108,,,Jr. Varsity,Boys,Div I,Sir W. Churchill
1109,,,Jr. Varsity,Boys,Div II,Henry Wise Wood
1110,,,Jr. Varsity,Girls,Div I,Bishop Grandin
1111,,,Sr. Varsity,Boys,Div I,Bishop Grandin
1112,,,Sr. Varsity,Boys,Div II,Bowness
1113,,,Sr. Varsity,Girls,Div I,St. Mary’s
1114,,,Sr. Varsity,Girls,Div II,Bowness
1115,,Cross Country,,,,
1116,,,Grand Aggregate,Coed,None,Bishop Grandin
1117,,Diving,,,,
1118,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1119,,Field Hockey,,,,
1120,,,Jr. Varsity,Girls,None,Western Canada
1121,,,Varsity,Girls,Div I,Sir Winston Churchill
1122,,Football,,,,
1123,,,Jr. Varsity,Boys,Div I,St. Francis
1124,,,Jr. Varsity,Boys,Div II,Henry Wise Wood
1125,,,Sr. Varsity,Boys,Div I,Crescent Heights
1126,,,Sr. Varsity,Boys,Div II,Ernest Manning
1127,,Rugby,,,,
1128,,,Jr. Varsity,Boys,Div I,Henry Wise Wood
1129,,,Sr. Varsity,Boys,Div I,Henry Wise Wood
1130,,,Sr. Varsity,Boys,Div II,Father Lacombe
1131,,Soccer,,,,
1132,,,Varsity,Boys,Div I,St. Mary’s
1133,,Swimming,,,,
1134,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1135,,Track and Field,,,,
1136,,,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
1137,,,Jr. Varsity,Girls,None,Western Canada
1138,,,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
1139,,,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
1140,,Volleyball,,,,
1141,,,Jr. Varsity,Boys,Div I,Sir Winston Churchill
1142,,,Jr. Varsity,Girls,Div I,Western Canada
1143,,,Sr. Varsity,Boys,Div I,Crescent Heights
1144,,,Sr. Varsity,Girls,Div I,Bishop Carroll
1145,,Wrestling,,,,
1146,,,Sr. Varsity,Boys,None,Bishop Grandin
1147,1985-86,,,,,
1148,,Badminton,,,,
1149,,,Aggregate,Coed,Div I,Western Canada
1150,,,Aggregate,Coed,Div II,James Fowler
1151,,Basketball,,,,
1152,,,Jr. Varsity,Boys,Div I,Father Lacombe
1153,,,Jr. Varsity,Boys,Div II,Henry Wise Wood
1154,,,Jr. Varsity,Girls,Div I,St. Mary’s
1155,,,Sr. Varsity,Boys,Div I,Sir Winston Churchill
1156,,,Sr. Varsity,Boys,Div II,Bowness
1157,,,Sr. Varsity,Girls,Div I,Sir Winston Churchill
1158,,,Sr. Varsity,Girls,Div II,Bowness
1159,,Cross Country,,,,
1160,,,Grand Aggregate,Coed,None,Bishop Grandin
1161,,Diving,,,,
1162,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1163,,Field Hockey,,,,
1164,,,Jr. Varsity,Girls,None,Henry Wise Wood
1165,,,Varsity,Girls,Div I,Western Canada
1166,,Football,,,,
1167,,,Jr. Varsity,Boys,Div I,St. Francis
1168,,,Jr. Varsity,Boys,Div II,Father Lacombe
1169,,,Sr. Varsity,Boys,Div I,St. Francis
1170,,,Sr. Varsity,Boys,Div II,William Aberhart
1171,,Rugby,,,,
1172,,,Jr. Varsity,Boys,Div I,Ernest Manning
1173,,,Sr. Varsity,Boys,Div I,Dr. E.P. Scarlett
1174,,,Sr. Varsity,Boys,Div II,Western Canada
1175,,Soccer,,,,
1176,,,Varsity,Boys,Div I,Father Lacombe
1177,,Swimming,,,,
1178,,,Grand Aggregate,Coed,None,Sir Winston Churchill
1179,,Track and Field,,,,
1180,,,Jr. Varsity,Boys,None,Dr. E.P. Scarlett
1181,,,Jr. Varsity,Girls,None,Western Canada
1182,,,Sr. Varsity,Boys,None,Dr. E.P. Scarlett
1183,,,Sr. Varsity,Girls,None,Dr. E.P. Scarlett
1184,,Volleyball,,,,
1185,,,Jr. Varsity,Boys,Div I,Father Lacombe
1186,,,Jr. Varsity,Girls,Div I,Lord Beaverbrook
