School Code,google_place_id,lat,lng
0994,ChIJ9xVj58wmb1MRx9cqKwKZI1o,49.1991402,-113.3263692
0995,ChIJ-dRd2TkioFMR8R3m4xHqDJI,53.53997409999999,-113.5072378
0996,ChIJ-dRd2TkioFMR8R3m4xHqDJI,53.53997409999999,-113.5072378
0999,ChIJ-dRd2TkioFMR8R3m4xHqDJI,53.53997409999999,-113.5072378
1003,ChIJ45eCoFUYoFMRnn3O0Btlrf4,53.4834769,-113.4088047
1004,ChIJd0NzeFgeoFMROmEgy88lem0,53.442603,-113.5255509
1006,ChIJC_w5Fq8ZoFMRHO37B8p9u9g,53.4745785,-113.3922114
1008,ChIJUV_BH-wioFMR0c1fFz5KcS0,53.5475297,-113.4441816
1014,ChIJ65AnZSZxcVMRqs-94cFNX8s,50.9692212,-114.0618269
1015,ChIJtW43ccdtcVMRbOeg3m4_SCM,51.0394473,-114.2238844
1016,ChIJwZD4rTEEdFMRrs3Z2UtC7hc,51.6568097,-114.1367837
1017,ChIJhZgC7aVHnlMRR9tdmCQyA24,53.2217521,-114.9802246
1020,EjEzMjggQ2VudHJlIFN0IFMgIzI3MCwgQ2FsZ2FyeSwgQUIgVDJHIDRYNiwgQ2FuYWRhIh8aHQoWChQKEgnTodDN_m9xUxFBsGR4T4Xr0xIDMjcw,51.0496259,-114.062242
1021,ChIJC4cCyRotE1MRUjFUSSMqOJA,50.017832,-110.6854718
1022,ChIJv9zFZQAhoFMRda1Y--lSBmo,53.5325836,-113.6038241
1024,ChIJtcv-BU07oFMRKy8RdfuholI,53.6215011,-113.4574936
1025,ChIJs7c9qbsZoFMRjtgm3_UAXxo,53.4724634,-113.3773731
1026,ChIJ4WBRirgfoFMR0tLshotfRlA,53.4600054,-113.5770673
1027,Ei45MDA4IDEwNUEgQXZlIE5XLCBFZG1vbnRvbiwgQUIgVDZBIDFDNiwgQ2FuYWRhIjESLwoUChIJf-tHa-oioFMR3fEcH4CC3MEQsEYqFAoSCXuKWhjHIqBTEcXFvHAU0dM0,53.5481116,-113.435278
1028,ChIJI3Gcr2wgoFMRUucikdu4uy8,53.5039846,-113.6296711
1029,ChIJt9uPVqp9cVMRnbFkI0DN3j4,51.0470091,-113.8355826
1030,ChIJq0WyLo1pcVMRkXZ7vB4K_ss,51.151659,-114.279165
1032,ChIJw4oe9fYhoFMRfHRQ9kdJ45Q,53.5181154,-113.5237206
1033,ChIJyWVIgQhKbFMRDmoERfAGtK0,49.79999,-112.13994
1037,ChIJMTvG8JjtCVMRhoxRmy25imI,53.3523495,-110.839494
1038,ChIJVVVVUcJmcVMR9oUo5KxRF1A,51.1655592,-114.0514003
1039,ChIJqfzIsyUhoFMRnaaKriJPphQ,53.561516,-113.6247849
1040,ChIJDw_DHw4EdVMR_PPQQyfAaNQ,52.4692247,-113.7316754
1042,ChIJvTaHbqp9cVMRVEH0ixRq2UE,51.0483538,-113.8357215
1043,ChIJ-dRd2TkioFMR8R3m4xHqDJI,53.53997409999999,-113.5072378
1045,ChIJ95qIPSsFlFMRrhUbcWgaKPE,56.5079229,-119.1341003
1048,ChIJK3e-kPRocVMR5eGbZdW3fSE,51.1461402,-114.1834996
1050,ChIJkcahDAwrg1MRKL-t6IBWoq4,52.8791032,-118.0816929
1051,ChIJJ9lAMMLllVMR5gs6NMN79EA,56.9222159,-117.6300907
1053,ChIJ32Zg1JZlcVMRVn6LwKrz29Q,51.099945,-114.075402
1054,ChIJU-O8Trx6cVMRlOdjZA1sbJw,51.03485999999999,-114.01904
1055,EjYxMDcyMCAxMTcgQXZlICMxMDUsIEdyYW5kZSBQcmFpcmllLCBBQiBUOFYgN043LCBDYW5hZGEiHxodChYKFAoSCaeC1MP9k5BTEUFZYC0fLd1iEgMxMDU,55.1863094,-118.8160885
1058,Eik0OTA1IDUwIFN0LCBJbm5pc2ZhaWwsIEFCIFQ0RyAxVzQsIENhbmFkYSIxEi8KFAoSCVVFtL9gQXRTEZ0UWIeG_BEJEKkmKhQKEgkL98i3YEF0UxF3aW2jM18UkA,52.0270898,-113.9474655
1059,ChIJ-2RAG5jtCVMRGogqVoNilFM,53.3551314,-110.8397258
1060,ChIJZ6A-OBXEcFMRUfjN5K4PqKA,51.0494065,-115.3184752
1062,EjI1MjcxIE1lbW9yaWFsIERyICMyMDksIENhbGdhcnksIEFCIFQyQSA0VjEsIENhbmFkYSIfGh0KFgoUChIJy7qV5Dh7cVMRvUhuTrGpoF0SAzIwOQ,51.052826,-113.956353
1063,ChIJU-dZB0JWdFMRl-0g4s0WBSc,52.2501476,-113.7515769
1064,ChIJc1qeSLlxcVMRv37Jd9q8Usg,51.0066127,-114.1135908
1067,EjE0MTAgMjAgU3QgIzE4MTAsIEZvcnQgTWFjbGVvZCwgQUIgVDBMIDBaMCwgQ2FuYWRhIiAaHgoWChQKEgmDbBg-MFtuUxFgmadsruOZqxIEMTgxMA,49.72222619999999,-113.402431
1075,ChIJI7qPPQv5n1MRytacOXxhzkM,53.2643206,-113.5492538
1076,EjQ3MTQgTWFpbiBTdCAjMTA5MCwgUGluY2hlciBDcmVlaywgQUIgVDBLIDFXMCwgQ2FuYWRhIiAaHgoWChQKEgk5T6m4egpvUxF8z3Jx8TQbcRIEMTA5MA,49.4855107,-113.9489229
1077,ChIJ0S3i6OPMc1MRcK2qI0FPKBs,51.0369482,-113.399452
1096,ChIJl7-UGhMgoFMRY4jJC0s76Bg,53.5002071,-113.6296902
1097,ChIJJwtPDliIblMRi2k_Jzt0MQI,49.6781266,-112.8947354
1098,ChIJOxWv4DhmcVMRbTiheN4U06k,51.1502679,-114.116794
1099,ChIJV9nqO891cVMRdDeBBlIlHYs,50.8974583,-114.0849231
1100,ChIJyWVIgQhKbFMRDmoERfAGtK0,49.79999,-112.13994
1101,ChIJDXZW0C5fkFMRHT9ysNxNPPs,55.2093678,-119.4299018
1102,ChIJDXZW0C5fkFMRHT9ysNxNPPs,55.2093678,-119.4299018
1103,ChIJcaiahb26kFMRmiz0LhXsLio,55.229136,-118.357911
1104,ChIJXR4tUchpkFMRWZqsS8CSrss,55.05,-119.616667
1105,ChIJ22eYb1GRkFMRAmvUsqGFR6Q,55.17875950000001,-118.8068064
1107,ChIJFZ68Z3blkFMRcAe2PaeMLRY,55.404259,-119.152768
1108,ChIJ-aWwvLXBkFMRbGHaC5Vv1AU,55.3451183,-118.7797081
1109,EhtId3kgMiwgU2V4c21pdGgsIEFCLCBDYW5hZGEiLiosChQKEgmPILHbnomdUxHHL8pwa8I-gxIUChIJ-aWwvLXBkFMRbGHaC5Vv1AU,55.3467086,-118.7694154
1111,ChIJ56a6BnSLkFMR01bEUwzs2cU,55.1548689,-119.1412311
1112,ChIJ-aWwvLXBkFMRbGHaC5Vv1AU,55.3451183,-118.7797081
1113,ChIJ56a6BnSLkFMR01bEUwzs2cU,55.1548689,-119.1412311
1114,ChIJyWVIgQhKbFMRDmoERfAGtK0,49.79999,-112.13994
1115,ChIJMZYku0xWkFMRkV5hHcly4N4,55.3268815,-119.5549294
1116,EjE3MjMwNDIgUmFuZ2UgUmQgNzQsIENsYWlybW9udCwgQUIgVDBIIDBXMCwgQ2FuYWRhIjISMAoUChIJZwySv2ntkFMRU6kBwC_P_JcQ4pAsKhQKEglZRPbsC42QUxF3Cwj6D1yflQ,55.2533273,-119.0256914
1117,ChIJu40laWnVc1MRQZ52vSecXwg,50.97605979999999,-113.6807078
1118,ChIJIYwdAMRmcVMR6qPIeiuXXnQ,51.16458309999999,-114.0450259
1119,ChIJLfrOOfRocVMR5fDpGg0a5Zc,51.1463598,-114.1879323
1121,ChIJ8RnmWpEDoVMRHCR0v8ILvRk,54.0931028,-112.786512
1122,ChIJu8tQWJVhclMR-a-CMLb18MQ,50.7903169,-112.4718323
1123,ChIJ4WVWwVtWdFMRwlFd_--AyrY,52.2415908,-113.759529
1124,ChIJyxUtB2ZBdFMRrPzfQrGTwc8,52.0219281,-113.9533497
1125,ChIJjXUmsCFxcVMRB9FRO3yzEEU,50.9753538,-114.0651153
1126,ChIJ3T0kcwdwcVMRKS9bPaQpU2U,51.0394221,-114.049326
1127,ChIJjyCx256JnVMRxy_KcGvCPoM,52.3251528,-113.8609792
1128,ChIJ36tTxqJxcVMR3HuketCU8Ac,50.9990894,-114.1147758
1129,ChIJi7djJE2lbVMR1oXwZ8VtxZ4,50.0681915,-112.1056711
1130,ChIJeXkCEvGNnFMR5OnGrrP5Bfw,53.3889,-117.5924839
1131,EiwzMjE1NiBId3kgNTUyLCBEZSBXaW50b24sIEFCIFQwTCAwWDAsIENhbmFkYSIyEjAKFAoSCbW7gWVrnnFTEXlyTOLWiuhmEJz7ASoUChIJuSmcM2yecVMREoBlf694WUI,50.84761349999999,-114.0445211
1132,ChIJlYwz6XcinFMRvhuRg8PRR9k,53.5917137,-116.4370415
1133,Eio0NTAxIDUyIEF2ZSwgSW5uaXNmYWlsLCBBQiBUNEcgMEI5LCBDYW5hZGEiMRIvChQKEglftc_jZ0F0UxFp1_ncIdGYbBCVIyoUChIJZwLgd25BdFMRAw6ZTj-SQeo,52.0258374,-113.9566554
1134,ChIJBUw7KI9Lv1MRpKvWn35j214,58.38733250000001,-116.0197006
1135,ChIJA1MbEEF5mlMRZ5XSo1QLZOY,55.025143,-118.864914
1136,ChIJpWLVkO4_v1MR9yA37-EXrtM,58.187466,-116.4069991
1137,ChIJ9xLzQLwukVMRIIUlRZCjAAU,55.7772747,-118.8369664
1138,ChIJAQDQOEmRkFMRPpBAIHAykoE,55.1700451,-118.7980246
1140,ChIJ4RLnzFORkFMRYYfQtVAGRZI,55.1788367,-118.8037652
1141,ChIJ173MIVSRkFMR3G7BN7XADJI,55.1820029,-118.8087397
1142,ChIJTXVH8yeRkFMRw_M82qUowxc,55.1461325,-118.7802333
1143,ChIJnTwYTbGWkFMRtWeXnidE9Ck,55.1762559,-118.7784864
1144,ChIJp6--J9yQkFMRglS3q7eaGOQ,55.1384362,-118.7824614
1146,ChIJL17a3zmRkFMR1i84DMGLZIc,55.1611105,-118.795586
1147,ChIJLair4TORkFMR1mKz38JXmMw,55.1613498,-118.783688
